date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
01/01,6am,6-9ft,9ft,15s,9,12,mph,19°c,100%,SW,224,Offshore,SE,136
01/01,12pm,6-9ft,8.5ft,14s,16,17,mph,24°c,100%,SW,227,Cross-shore,S,181
01/01,6pm,5-8ft,8ft,14s,16,26,mph,19°c,100%,SW,226,Offshore,SSE,152
02/01,6am,5-7ft,6.5ft,13s,7,10,mph,19°c,100%,SW,229,Offshore,ESE,120
02/01,12pm,4-7ft,6ft,12s,14,16,mph,26°c,100%,SW,230,Cross/Onshore,SSW,197
02/01,6pm,4-6ft,5.5ft,12s,16,26,mph,20°c,100%,SW,231,Cross/Offshore,SSE,158
03/01,6am,3-5ft,5ft,12s,13,20,mph,21°c,100%,SW,226,Cross/Offshore,SSE,164
03/01,12pm,3-5ft,5ft,11s,16,22,mph,24°c,100%,SW,224,Cross-shore,S,178
03/01,6pm,3-5ft,4.5ft,11s,15,25,mph,21°c,100%,SW,231,Cross/Offshore,SSE,166
04/01,6am,4-7ft,6ft,13s,6,9,mph,20°c,100%,SW,230,Offshore,SE,133
04/01,12pm,4-6ft,5ft,12s,12,12,mph,25°c,100%,SW,231,Onshore,SW,222
04/01,6pm,4-6ft,5.5ft,13s,8,12,mph,21°c,100%,SW,231,Cross-shore,S,179
05/01,6am,4-6ft,5.5ft,13s,18,24,mph,22°c,100%,SW,231,Onshore,W,274
05/01,12pm,6-9ft,8.5ft,12s,23,29,mph,19°c,100%,WSW,240,Onshore,SW,232
05/01,6pm,7-10ft,13ft,11s,17,23,mph,16°c,100%,SW,232,Cross/Onshore,SSW,195
06/01,6am,6-10ft,11ft,12s,11,14,mph,17°c,100%,SW,230,Cross/Offshore,SSE,161
06/01,12pm,5-8ft,9.5ft,11s,16,17,mph,20°c,100%,SW,229,Cross/Onshore,S,185
06/01,6pm,5-7ft,8ft,10s,15,22,mph,17°c,100%,SW,226,Cross/Offshore,SSE,168
07/01,6am,4-7ft,7ft,11s,10,13,mph,18°c,100%,SW,224,Offshore,SE,146
07/01,12pm,4-7ft,7ft,11s,16,18,mph,21°c,100%,SW,222,Cross-shore,S,181
07/01,6pm,4-7ft,7.5ft,12s,17,26,mph,18°c,100%,SW,219,Cross/Offshore,SSE,163
08/01,6am,4-6ft,7ft,12s,13,17,mph,18°c,100%,SW,219,Offshore,SE,145
08/01,12pm,4-6ft,7ft,12s,18,22,mph,22°c,100%,SW,217,Cross/Offshore,SSE,169
08/01,6pm,4-7ft,7.5ft,12s,17,27,mph,18°c,100%,SW,215,Offshore,SSE,151
09/01,6am,5-8ft,8.5ft,13s,10,14,mph,18°c,100%,SW,219,Offshore,SE,131
09/01,12pm,5-8ft,8ft,13s,17,20,mph,24°c,100%,SW,221,Cross-shore,S,181
09/01,6pm,5-8ft,8.5ft,13s,19,30,mph,19°c,100%,SW,218,Cross/Offshore,SSE,162
10/01,6am,4-7ft,7ft,13s,12,15,mph,19°c,100%,SW,221,Cross-shore,S,175
10/01,12pm,5-7ft,7ft,13s,15,18,mph,20°c,100%,SW,223,Onshore,SW,220
10/01,6pm,5-8ft,7.5ft,14s,14,19,mph,19°c,100%,SW,224,Onshore,WSW,241
11/01,6am,6-10ft,10.5ft,13s,16,21,mph,17°c,100%,SW,227,Onshore,SW,225
11/01,12pm,6-10ft,10ft,13s,18,22,mph,19°c,100%,SW,228,Onshore,SW,222
11/01,6pm,6-9ft,9.5ft,13s,13,18,mph,17°c,100%,SW,227,Onshore,SSW,208
12/01,6am,5-8ft,8ft,13s,8,9,mph,18°c,100%,SW,226,Onshore,SW,232
12/01,12pm,5-7ft,7.5ft,12s,12,13,mph,21°c,100%,SW,225,Onshore,SW,221
12/01,6pm,5-7ft,7.5ft,12s,11,16,mph,19°c,100%,SW,224,Cross-shore,S,178
13/01,6am,4-6ft,6.5ft,11s,7,11,mph,19°c,100%,SW,222,Offshore,ESE,121
13/01,12pm,4-6ft,6ft,11s,15,17,mph,27°c,100%,SW,222,Cross/Onshore,S,188
13/01,6pm,4-6ft,6ft,11s,16,27,mph,21°c,100%,SW,218,Cross/Offshore,SSE,158
14/01,6am,3-4ft,5ft,11s,7,11,mph,24°c,100%,SW,217,Offshore,ESE,102
14/01,12pm,3-4ft,4.5ft,10s,15,19,mph,31°c,100%,SW,220,Cross-shore,S,180
14/01,6pm,3-5ft,4.5ft,11s,16,28,mph,26°c,100%,SW,224,Offshore,SSE,153
15/01,6am,6-9ft,7.5ft,16s,9,14,mph,25°c,100%,SW,232,Offshore,E,85
15/01,12pm,6-9ft,7.5ft,15s,3,7,mph,29°c,100%,SW,233,Cross/Offshore,N,8
15/01,6pm,5-8ft,7ft,15s,10,18,mph,26°c,100%,SW,235,Offshore,ENE,71
16/01,6am,5-8ft,7ft,14s,12,23,mph,19°c,100%,WSW,237,Offshore,E,79
16/01,12pm,5-8ft,7ft,14s,7,13,mph,19°c,100%,WSW,238,Offshore,ESE,109
16/01,6pm,5-8ft,6.5ft,14s,7,9,mph,21°c,100%,WSW,239,Cross/Offshore,S,173
17/01,6am,5-7ft,6ft,13s,9,14,mph,21°c,100%,WSW,239,Cross/Onshore,S,189
17/01,12pm,4-7ft,5.5ft,13s,17,23,mph,21°c,100%,WSW,239,Cross-shore,S,184
17/01,6pm,4-6ft,5ft,12s,14,20,mph,20°c,100%,WSW,239,Cross-shore,S,179
18/01,6am,3-5ft,4ft,12s,16,19,mph,18°c,100%,WSW,238,Cross/Offshore,SSE,166
18/01,12pm,3-5ft,4ft,12s,18,21,mph,20°c,100%,WSW,237,Cross/Offshore,SSE,165
18/01,6pm,4-6ft,6.5ft,11s,17,24,mph,18°c,100%,SW,223,Offshore,SSE,150
19/01,6am,4-6ft,5ft,13s,12,18,mph,17°c,100%,SW,228,Offshore,ESE,113
19/01,12pm,4-6ft,5.5ft,13s,13,14,mph,24°c,100%,SW,228,Cross/Offshore,S,174
19/01,6pm,4-6ft,6.5ft,12s,16,25,mph,20°c,100%,SW,220,Cross/Offshore,SSE,156
20/01,6am,4-6ft,6ft,12s,7,11,mph,19°c,100%,SW,226,Offshore,ESE,119
20/01,12pm,4-6ft,5.5ft,12s,15,18,mph,27°c,100%,SW,225,Cross-shore,S,182
20/01,6pm,5-7ft,6.5ft,14s,18,29,mph,21°c,100%,SW,225,Cross/Offshore,SSE,158
21/01,6am,5-8ft,8ft,14s,17,24,mph,21°c,100%,SW,219,Cross/Offshore,SSE,155
21/01,12pm,5-7ft,7ft,14s,19,26,mph,23°c,100%,SW,223,Cross/Offshore,SSE,163
21/01,6pm,4-7ft,6.5ft,13s,18,28,mph,19°c,100%,SW,223,Offshore,SSE,153
22/01,6am,4-6ft,6ft,13s,12,18,mph,19°c,100%,SW,224,Offshore,SE,134
22/01,12pm,5-7ft,7.5ft,13s,18,22,mph,24°c,100%,SW,220,Cross/Offshore,S,171
22/01,6pm,5-8ft,9ft,13s,18,29,mph,19°c,100%,SW,219,Offshore,SSE,155
23/01,6am,6-9ft,8.5ft,14s,13,19,mph,19°c,100%,SW,224,Offshore,SE,145
23/01,12pm,6-9ft,9ft,14s,19,24,mph,23°c,100%,SW,224,Cross/Offshore,S,169
23/01,6pm,6-9ft,9ft,14s,18,28,mph,19°c,100%,SW,223,Offshore,SSE,154
24/01,6am,6-9ft,8.5ft,15s,11,16,mph,19°c,100%,SW,226,Offshore,SE,135
24/01,12pm,6-9ft,9ft,16s,17,20,mph,23°c,100%,SW,226,Cross-shore,S,180
24/01,6pm,6-9ft,9ft,15s,16,24,mph,19°c,100%,SW,224,Cross/Offshore,S,169
25/01,6am,5-8ft,7.5ft,14s,8,11,mph,19°c,100%,SW,225,Cross/Offshore,SSE,162
25/01,12pm,4-7ft,6.5ft,13s,14,15,mph,22°c,100%,SW,226,Onshore,SSW,208
25/01,6pm,5-7ft,7ft,13s,10,15,mph,20°c,100%,SW,224,Cross/Onshore,S,191
26/01,6am,4-7ft,7ft,12s,4,6,mph,21°c,100%,SW,227,Onshore,SW,221
26/01,12pm,4-7ft,6.5ft,11s,11,12,mph,24°c,100%,SW,229,Onshore,SW,233
26/01,6pm,4-6ft,6ft,11s,10,15,mph,21°c,100%,SW,231,Onshore,SSW,212
27/01,6am,4-6ft,6ft,11s,12,16,mph,21°c,100%,SW,232,Onshore,SW,228
27/01,12pm,5-7ft,7ft,12s,17,19,mph,20°c,100%,SW,228,Cross-shore,S,183
27/01,6pm,5-8ft,8.5ft,12s,17,21,mph,17°c,100%,SW,225,Cross/Offshore,SSE,165
28/01,6am,5-9ft,9ft,13s,13,17,mph,17°c,100%,SW,227,Offshore,SSE,148
28/01,12pm,5-8ft,9ft,12s,20,24,mph,20°c,100%,SW,225,Cross/Offshore,SSE,167
28/01,6pm,5-8ft,9ft,12s,20,28,mph,17°c,100%,SW,222,Offshore,SSE,148
29/01,6am,5-7ft,8ft,12s,15,20,mph,17°c,100%,SW,222,Offshore,ESE,117
29/01,12pm,4-7ft,7ft,12s,19,22,mph,23°c,100%,SW,219,Offshore,SSE,155
29/01,6pm,4-6ft,7.5ft,12s,19,26,mph,20°c,100%,SSW,209,Offshore,SE,136
30/01,6am,3-4ft,3.5ft,13s,15,23,mph,18°c,100%,SW,227,Offshore,E,100
30/01,12pm,2-4ft,4ft,11s,10,14,mph,26°c,100%,SSW,214,Offshore,SSE,150
30/01,6pm,3-5ft,4ft,13s,12,21,mph,23°c,100%,SW,223,Offshore,ESE,103
31/01,6am,2-4ft,3.5ft,12s,13,20,mph,19°c,100%,SW,216,Offshore,E,79
31/01,12pm,2-3ft,3ft,12s,3,6,mph,28°c,100%,SW,216,Cross/Onshore,SSW,194
31/01,6pm,2-3ft,2.5ft,11s,6,11,mph,24°c,100%,SW,219,Offshore,ESE,101
01/02,6am,2-3ft,2ft,12s,13,21,mph,20°c,100%,SW,224,Offshore,ENE,59
01/02,12pm,1-2ft,1.4ft,12s,11,11,mph,27°c,100%,SW,226,Onshore,WSW,247
01/02,6pm,1-2ft,1.5ft,12s,10,18,mph,22°c,100%,SW,226,Cross-shore,S,182
02/02,6am,1-2ft,1.3ft,14s,12,20,mph,23°c,100%,SW,233,Offshore,NE,43
02/02,12pm,2ft,1.5ft,13s,8,9,mph,26°c,100%,SW,234,Onshore,NW,304
02/02,6pm,2-3ft,2ft,13s,6,11,mph,22°c,100%,SW,235,Offshore,SE,130
03/02,6am,3-4ft,3.5ft,13s,10,20,mph,23°c,100%,SW,232,Offshore,NE,44
03/02,12pm,3-5ft,3.5ft,12s,12,20,mph,24°c,100%,SW,234,Cross/Offshore,N,7
03/02,6pm,3-5ft,4.5ft,12s,8,12,mph,22°c,100%,SW,234,Onshore,W,267
04/02,6am,4-6ft,5ft,11s,8,10,mph,21°c,100%,SW,233,Onshore,W,278
04/02,12pm,4-6ft,5ft,11s,12,11,mph,23°c,100%,SW,235,Onshore,WSW,257
04/02,6pm,3-5ft,4.5ft,11s,8,12,mph,20°c,100%,SW,233,Onshore,SSW,209
05/02,6am,3-5ft,4ft,11s,6,9,mph,20°c,100%,SW,232,Offshore,SE,143
05/02,12pm,3-5ft,4ft,10s,14,14,mph,24°c,100%,SW,230,Onshore,SSW,205
05/02,6pm,3-4ft,4.5ft,10s,12,18,mph,20°c,100%,SW,227,Cross/Onshore,S,187
06/02,6am,3-4ft,3.5ft,10s,10,15,mph,21°c,100%,SW,228,Cross/Onshore,SSW,195
06/02,12pm,3-4ft,3ft,15s,15,16,mph,21°c,100%,SW,232,Cross/Onshore,SSW,195
06/02,6pm,6-9ft,8ft,15s,15,20,mph,19°c,100%,SW,233,Cross/Offshore,S,174
07/02,6am,7-11ft,10.5ft,14s,12,16,mph,19°c,100%,SW,233,Offshore,SSE,151
07/02,12pm,6-10ft,10ft,14s,17,20,mph,22°c,100%,SW,232,Cross/Offshore,S,172
07/02,6pm,6-10ft,9.5ft,13s,18,26,mph,19°c,100%,SW,229,Offshore,SSE,152
08/02,6am,5-8ft,7.5ft,13s,9,14,mph,18°c,100%,SW,227,Offshore,ESE,104
08/02,12pm,4-7ft,7ft,12s,14,13,mph,24°c,100%,SW,226,Onshore,SSW,205
08/02,6pm,4-6ft,6.5ft,12s,14,22,mph,19°c,100%,SW,223,Cross/Offshore,SSE,162
09/02,6am,3-5ft,5.5ft,11s,14,17,mph,19°c,100%,SW,220,Cross/Onshore,SSW,192
09/02,12pm,3-5ft,5.5ft,11s,16,20,mph,21°c,100%,SW,218,Cross/Onshore,SSW,197
09/02,6pm,3-5ft,5.5ft,11s,16,20,mph,19°c,100%,SW,217,Cross/Offshore,S,174
10/02,6am,4-6ft,7ft,11s,10,13,mph,18°c,100%,SW,216,Offshore,SE,133
10/02,12pm,4-6ft,7ft,12s,16,16,mph,22°c,100%,SW,218,Cross-shore,S,181
10/02,6pm,5-7ft,7.5ft,13s,16,25,mph,18°c,100%,SW,218,Cross/Offshore,SSE,158
11/02,6am,4-7ft,7ft,12s,12,17,mph,19°c,100%,SW,220,Offshore,SE,145
11/02,12pm,4-6ft,6.5ft,12s,18,22,mph,22°c,100%,SW,219,Cross/Offshore,S,175
11/02,6pm,4-6ft,6.5ft,12s,17,27,mph,19°c,100%,SW,216,Offshore,SSE,155
12/02,6am,4-6ft,6.5ft,12s,10,15,mph,18°c,100%,SW,216,Offshore,ESE,123
12/02,12pm,5-8ft,8.5ft,14s,15,16,mph,23°c,100%,SW,218,Cross/Onshore,SSW,195
12/02,6pm,6-10ft,9.5ft,16s,14,21,mph,18°c,100%,SW,221,Cross-shore,S,178
13/02,6am,6-9ft,9ft,15s,13,17,mph,18°c,100%,SW,223,Cross/Onshore,SSW,199
13/02,12pm,5-8ft,8ft,14s,14,17,mph,20°c,100%,SW,222,Cross/Onshore,S,188
13/02,6pm,5-8ft,8ft,14s,12,16,mph,19°c,100%,SW,220,Cross/Offshore,SSE,166
14/02,6am,5-8ft,9ft,13s,8,12,mph,18°c,100%,SW,216,Offshore,ESE,116
14/02,12pm,5-8ft,9ft,13s,13,14,mph,23°c,100%,SW,217,Cross/Onshore,SSW,197
14/02,6pm,5-8ft,9ft,13s,16,25,mph,18°c,100%,SW,216,Cross/Offshore,SSE,156
15/02,6am,4-7ft,7.5ft,13s,11,18,mph,18°c,100%,SW,216,Offshore,SE,125
15/02,12pm,4-6ft,7ft,13s,17,21,mph,26°c,100%,SW,217,Cross/Offshore,S,173
15/02,6pm,4-6ft,7ft,13s,18,30,mph,21°c,100%,SSW,211,Offshore,SSE,147
16/02,6am,4-5ft,5.5ft,13s,10,14,mph,20°c,100%,SW,214,Offshore,SE,128
16/02,12pm,3-5ft,5.5ft,13s,12,15,mph,25°c,100%,SW,215,Cross/Onshore,S,190
16/02,6pm,3-5ft,5.5ft,13s,13,20,mph,21°c,100%,SSW,212,Cross/Offshore,SSE,165
17/02,6am,3-5ft,6ft,12s,14,21,mph,21°c,100%,SSW,211,Cross/Offshore,SSE,162
17/02,12pm,4-6ft,4ft,16s,16,21,mph,22°c,100%,SW,230,Cross/Offshore,SSE,168
17/02,6pm,4-7ft,5.5ft,16s,15,24,mph,21°c,100%,SW,225,Offshore,SSE,153
18/02,6am,4-6ft,5.5ft,14s,6,9,mph,21°c,100%,SW,221,Offshore,SE,145
18/02,12pm,4-6ft,5ft,14s,16,18,mph,24°c,100%,SW,222,Cross/Onshore,SSW,203
18/02,6pm,3-5ft,5ft,14s,12,18,mph,20°c,100%,SW,220,Cross/Onshore,SSW,195
19/02,6am,3-5ft,3.5ft,13s,14,20,mph,20°c,100%,SW,223,Cross/Onshore,SSW,192
19/02,12pm,3-4ft,3ft,13s,20,26,mph,20°c,100%,SW,224,Cross/Offshore,S,175
19/02,6pm,3-5ft,6.5ft,7s,18,24,mph,17°c,100%,SW,215,Cross/Offshore,SSE,159
20/02,6am,6-10ft,9.5ft,13s,15,20,mph,18°c,100%,SW,230,Offshore,SE,131
20/02,12pm,6-9ft,9.5ft,13s,18,20,mph,22°c,100%,SW,227,Cross/Offshore,SSE,160
20/02,6pm,6-9ft,9ft,13s,17,25,mph,19°c,100%,SW,223,Offshore,SE,139
21/02,6am,4-6ft,7ft,12s,13,19,mph,17°c,100%,SW,220,Offshore,ESE,107
21/02,12pm,4-6ft,6ft,11s,12,12,mph,24°c,100%,SW,219,Cross-shore,S,179
21/02,6pm,3-5ft,6ft,11s,17,27,mph,19°c,100%,SSW,212,Cross/Offshore,SSE,160
22/02,6am,3-5ft,4ft,13s,3,7,mph,20°c,100%,SW,228,Offshore,ENE,79
22/02,12pm,5-8ft,6.5ft,17s,13,12,mph,25°c,100%,SW,228,Onshore,SW,218
22/02,6pm,6-9ft,7ft,16s,17,25,mph,20°c,100%,SW,233,Cross/Offshore,SSE,166
23/02,6am,6-9ft,8.5ft,16s,19,26,mph,20°c,100%,SW,226,Cross/Offshore,SSE,158
23/02,12pm,5-9ft,7ft,16s,20,25,mph,21°c,100%,SW,235,Cross/Offshore,SSE,161
