Spot,date,time,range,height,swell_dir,swell_angle,period,wind_kmh,wind_dir,wind,wind_angle,temp,Conditions
Itacoatiara,20/12,12pm,3-4ft,3ft,SSW,196,11s,12,SE,Onshore,140,27°c,Not recommended
Itacoatiara,20/12,6pm,2-3ft,2.5ft,SSW,197,11s,11,E,Cross-shore,97,26°c,Not recommended
Itacoatiara,21/12,6am,2-3ft,1.6ft,SSW,191,11s,7,N,Offshore,11,25°c,Not recommended
Itacoatiara,21/12,12pm,2ft,1.7ft,SSW,196,10s,13,SE,Onshore,143,27°c,Not recommended
Itacoatiara,21/12,6pm,1-2ft,1.4ft,SSW,196,10s,6,SSE,Onshore,163,26°c,Not recommended
Itacoatiara,22/12,6am,3-5ft,3.5ft,SSW,202,14s,4,WSW,Onshore,250,25°c,Not recommended
Itacoatiara,22/12,12pm,4-7ft,5.5ft,SSW,203,13s,16,S,Onshore,185,25°c,Not recommended
Itacoatiara,22/12,6pm,5-8ft,7ft,SSW,193,12s,24,SSE,Onshore,156,24°c,Not recommended
Itacoatiara,23/12,6am,4-7ft,5.5ft,SSW,203,12s,11,S,Onshore,188,23°c,Not recommended
Itacoatiara,23/12,12pm,4-7ft,5.5ft,SSW,201,11s,9,SSE,Onshore,154,24°c,Not recommended
Itacoatiara,23/12,6pm,4-7ft,5.5ft,SSW,196,11s,15,ESE,Cross/Onshore,106,24°c,Not recommended
Itacoatiara,24/12,6am,4-6ft,5ft,S,188,11s,8,N,Offshore,7,21°c,Not recommended
Itacoatiara,24/12,12pm,4-6ft,4.5ft,S,184,11s,4,SW,Onshore,224,22°c,Not recommended
Itacoatiara,24/12,6pm,3-5ft,4.5ft,S,181,11s,5,SW,Onshore,236,22°c,Not recommended
Itacoatiara,25/12,6am,3-5ft,4ft,S,174,10s,8,W,Cross/Onshore,263,23°c,Not recommended
Itacoatiara,25/12,12pm,4-5ft,4.5ft,SSE,167,10s,9,SW,Onshore,217,23°c,Not recommended
Itacoatiara,25/12,6pm,3-5ft,4.5ft,SSE,167,10s,9,SSW,Onshore,200,23°c,Not recommended
Itacoatiara,26/12,6am,3-4ft,4ft,SSE,162,9s,2,NE,Offshore,51,22°c,Not recommended
Itacoatiara,26/12,12pm,3-4ft,3.5ft,SSE,162,9s,11,SSE,Onshore,153,23°c,Not recommended
Itacoatiara,26/12,6pm,3-4ft,3.5ft,SSE,160,9s,15,SE,Onshore,124,24°c,Not recommended
Itacoatiara,27/12,6am,3-4ft,3.5ft,SSE,154,9s,3,ENE,Cross/Offshore,75,23°c,Not recommended
Itacoatiara,27/12,12pm,2-4ft,3ft,SSE,153,8s,6,SSW,Onshore,199,24°c,Not recommended
Itacoatiara,27/12,6pm,2-3ft,2.5ft,SSE,153,8s,1,SSW,Onshore,205,24°c,Not recommended
Itacoatiara,28/12,6am,2-3ft,2.5ft,SSE,157,8s,2,N,Offshore,359,24°c,Not recommended
Itacoatiara,28/12,12pm,2-3ft,2.5ft,SSE,162,8s,9,SSE,Onshore,148,26°c,Not recommended
Itacoatiara,28/12,6pm,2-3ft,2ft,SSE,161,8s,3,SE,Onshore,137,25°c,Not recommended
Itacoatiara,29/12,6am,1-2ft,1.5ft,S,180,8s,6,NNE,Offshore,30,24°c,Not recommended
Itacoatiara,29/12,12pm,1-2ft,1.4ft,S,182,8s,11,SE,Onshore,143,26°c,Not recommended
Itacoatiara,29/12,6pm,1-2ft,1.4ft,S,184,8s,5,ESE,Cross/Onshore,107,26°c,Not recommended
Itacoatiara,30/12,6am,1-2ft,1.2ft,S,188,8s,7,N,Offshore,3,25°c,Not recommended
Itacoatiara,30/12,12pm,1-2ft,0.9ft,SSW,196,11s,11,ESE,Cross/Onshore,106,28°c,Not recommended
Itacoatiara,30/12,6pm,1-2ft,1.1ft,SSW,196,10s,15,E,Cross/Offshore,82,28°c,Not recommended
Itacoatiara,31/12,6am,1-2ft,1.3ft,SSW,196,8s,7,NE,Offshore,38,25°c,Not recommended
Itacoatiara,31/12,12pm,1-2ft,1.1ft,SSW,197,8s,7,SE,Onshore,126,31°c,Not recommended
Itacoatiara,31/12,6pm,1ft,1ft,SSW,197,8s,11,E,Cross-shore,97,27°c,Not recommended
Padang-Padang,01/01,6am,Plano,7ft,SSW,207,14s,6,WNW,Onshore,284,28°c,Mediocre
Padang-Padang,01/01,12pm,Plano,7ft,SSW,206,15s,14,NW,Cross/Offshore,323,28°c,Mediocre
Padang-Padang,01/01,6pm,Plano,7ft,SSW,207,14s,8,NW,Cross/Offshore,316,27°c,Mediocre
Padang-Padang,02/01,6am,Plano,6.5ft,SSW,207,14s,6,NNE,Offshore,19,27°c,Mediocre
Padang-Padang,02/01,12pm,Plano,6ft,SSW,208,13s,10,WSW,Onshore,252,29°c,Mediocre
Padang-Padang,02/01,6pm,Plano,5.5ft,SSW,207,13s,11,W,Onshore,265,29°c,Mediocre
Padang-Padang,03/01,6am,Plano,5ft,SSW,209,12s,16,WNW,Onshore,282,28°c,Mediocre
Padang-Padang,03/01,12pm,Plano,4.5ft,SSW,209,12s,18,WSW,Onshore,252,29°c,Mediocre
Padang-Padang,03/01,6pm,Plano,3.5ft,SW,217,16s,13,W,Onshore,274,29°c,Mediocre
Padang-Padang,04/01,6am,Plano,4.5ft,SW,217,15s,22,WNW,Cross/Onshore,296,29°c,Mediocre
Padang-Padang,04/01,12pm,Plano,4.5ft,SW,217,14s,35,W,Onshore,260,28°c,Mediocre
Padang-Padang,04/01,6pm,Plano,5.5ft,SSW,213,14s,21,W,Onshore,279,28°c,Mediocre
Padang-Padang,05/01,6am,Plano,8.5ft,SW,223,13s,21,W,Onshore,270,29°c,Mediocre
Padang-Padang,05/01,12pm,Plano,8ft,SW,218,12s,17,WSW,Onshore,255,29°c,Mediocre
Padang-Padang,05/01,6pm,Plano,7.5ft,SSW,212,12s,16,WSW,Onshore,253,29°c,Mediocre
Padang-Padang,06/01,6am,Plano,6.5ft,SSW,209,11s,16,W,Onshore,269,28°c,Mediocre
Padang-Padang,06/01,12pm,Plano,6ft,SSW,209,11s,16,WSW,Onshore,257,29°c,Mediocre
Padang-Padang,06/01,6pm,Plano,5.5ft,SSW,209,11s,12,WSW,Onshore,255,29°c,Mediocre
Padang-Padang,07/01,6am,Plano,5ft,SSW,210,10s,12,W,Onshore,275,28°c,Mediocre
Padang-Padang,07/01,12pm,Plano,4.5ft,SSW,211,10s,16,W,Onshore,265,28°c,Mediocre
Padang-Padang,07/01,6pm,Plano,4.5ft,SSW,213,10s,13,W,Onshore,266,28°c,Mediocre
Padang-Padang,08/01,6am,Plano,4.5ft,SW,218,10s,14,WNW,Cross/Onshore,288,28°c,Mediocre
Padang-Padang,08/01,12pm,Plano,4ft,SW,220,9s,17,WSW,Onshore,246,28°c,Mediocre
Padang-Padang,08/01,6pm,Plano,3ft,SW,221,15s,13,WSW,Onshore,254,28°c,Mediocre
Padang-Padang,09/01,6am,Plano,3ft,SW,222,14s,12,W,Onshore,260,28°c,Mediocre
Padang-Padang,09/01,12pm,Plano,3.5ft,SW,220,13s,14,WSW,Onshore,251,28°c,Mediocre
Padang-Padang,09/01,6pm,Plano,3ft,SSW,210,14s,9,SW,Onshore,234,28°c,Mediocre
Padang-Padang,10/01,6am,Plano,4ft,SW,214,13s,7,WSW,Onshore,253,28°c,Mediocre
Padang-Padang,10/01,12pm,Plano,4ft,SSW,213,12s,12,WSW,Onshore,250,28°c,Mediocre
Padang-Padang,10/01,6pm,Plano,4ft,SSW,211,12s,10,WSW,Onshore,243,28°c,Mediocre
Padang-Padang,11/01,6am,Plano,5ft,SSW,205,11s,13,W,Onshore,276,28°c,Mediocre
Padang-Padang,11/01,12pm,Plano,4ft,SSW,207,15s,18,WSW,Onshore,243,28°c,Mediocre
Padang-Padang,11/01,6pm,Plano,6.5ft,SSW,208,14s,15,WSW,Onshore,244,28°c,Mediocre
Padang-Padang,12/01,6am,Plano,6.5ft,SSW,204,13s,18,W,Onshore,275,28°c,Mediocre
Padang-Padang,12/01,12pm,Plano,6ft,SSW,204,13s,28,WSW,Onshore,255,29°c,Mediocre
Padang-Padang,12/01,6pm,Plano,5.5ft,SSW,204,13s,20,W,Onshore,261,28°c,Mediocre
Padang-Padang,13/01,6am,Plano,5ft,SSW,204,12s,20,WNW,Onshore,282,28°c,Mediocre
Padang-Padang,13/01,12pm,Plano,4.5ft,SSW,203,12s,26,W,Onshore,259,29°c,Mediocre
Padang-Padang,13/01,6pm,Plano,3.5ft,SSW,205,11s,21,W,Onshore,265,29°c,Mediocre
Padang-Padang,14/01,6am,Plano,4.5ft,SW,236,7s,4,NNW,Offshore,337,28°c,Mediocre
Padang-Padang,14/01,12pm,Plano,5ft,SW,214,10s,5,SSE,Onshore,163,29°c,Mediocre
Padang-Padang,14/01,6pm,Plano,5ft,SSW,213,10s,6,SW,Onshore,226,28°c,Mediocre
Padang-Padang,15/01,6am,Plano,3ft,SSW,212,14s,2,NE,Offshore,44,28°c,Mediocre
Padang-Padang,15/01,12pm,Plano,5ft,SSW,210,14s,8,SW,Onshore,215,29°c,Mediocre
Padang-Padang,15/01,6pm,Plano,4ft,SSW,210,11s,7,S,Onshore,189,28°c,Mediocre
Padang-Padang,16/01,6am,Plano,5ft,SW,214,13s,5,W,Onshore,271,28°c,Mediocre
Padang-Padang,16/01,12pm,Plano,6ft,SSW,211,13s,7,SW,Onshore,234,29°c,Mediocre
Padang-Padang,16/01,6pm,Plano,5.5ft,SSW,211,13s,6,SSW,Onshore,207,29°c,Mediocre
Padang-Padang,17/01,6am,Plano,5ft,SSW,211,13s,8,SW,Onshore,230,29°c,Mediocre
Padang-Padang,17/01,12pm,Plano,4.5ft,SSW,210,12s,10,WSW,Onshore,238,29°c,Mediocre
Padang-Padang,17/01,6pm,Plano,4ft,SSW,210,12s,7,SW,Onshore,218,29°c,Mediocre
Padang-Padang,18/01,6am,Plano,3.5ft,SSW,209,12s,5,W,Onshore,275,28°c,Mediocre
Padang-Padang,18/01,12pm,Plano,4.5ft,SSW,205,14s,9,SW,Onshore,224,29°c,Mediocre
Padang-Padang,18/01,6pm,Plano,4.5ft,SSW,204,14s,6,SW,Onshore,232,29°c,Mediocre
Padang-Padang,19/01,6am,Plano,4.5ft,SSW,204,13s,11,WSW,Onshore,252,29°c,Mediocre
Padang-Padang,19/01,12pm,Plano,4.5ft,SSW,205,13s,10,SW,Onshore,230,29°c,Mediocre
Padang-Padang,19/01,6pm,Plano,4ft,SSW,205,12s,5,SW,Onshore,230,29°c,Mediocre
Padang-Padang,20/01,6am,Plano,3.5ft,SSW,206,12s,9,W,Onshore,262,29°c,Mediocre
Padang-Padang,20/01,12pm,Plano,3.5ft,SSW,206,12s,10,WSW,Onshore,238,29°c,Mediocre
Padang-Padang,20/01,6pm,Plano,3.5ft,SSW,205,12s,7,WSW,Onshore,248,29°c,Mediocre
Padang-Padang,21/01,6am,Plano,4.5ft,SSW,206,13s,6,WNW,Cross/Onshore,293,28°c,Mediocre
Padang-Padang,21/01,12pm,Plano,4.5ft,SSW,206,13s,7,WSW,Onshore,240,29°c,Mediocre
Padang-Padang,21/01,6pm,Plano,4.5ft,SSW,206,13s,2,SW,Onshore,230,29°c,Mediocre
Padang-Padang,22/01,6am,Plano,4.5ft,SSW,205,12s,3,NW,Cross-shore,307,28°c,Mediocre
Padang-Padang,22/01,12pm,Plano,4ft,SSW,205,12s,8,SSW,Onshore,208,29°c,Mediocre
Padang-Padang,22/01,6pm,Plano,4ft,SSW,205,12s,4,SSW,Onshore,196,30°c,Mediocre
Padang-Padang,23/01,6am,Plano,4ft,SSW,203,11s,2,NNE,Offshore,13,28°c,Mediocre
Padang-Padang,23/01,12pm,Plano,3.5ft,SW,214,17s,5,SSW,Onshore,208,29°c,Mediocre
Padang-Padang,23/01,6pm,Plano,4ft,SW,214,16s,2,SSE,Cross/Onshore,152,30°c,Mediocre
Padang-Padang,24/01,6am,Plano,6ft,SSW,209,15s,4,NNE,Offshore,23,28°c,Mediocre
Padang-Padang,24/01,12pm,Plano,6ft,SSW,208,15s,7,S,Onshore,175,30°c,Mediocre
Padang-Padang,24/01,6pm,Plano,6ft,SSW,208,14s,4,E,Offshore,95,29°c,Mediocre
Padang-Padang,25/01,6am,Plano,5.5ft,SSW,207,14s,2,NNE,Offshore,25,28°c,Mediocre
Padang-Padang,25/01,12pm,Plano,5ft,SSW,207,13s,6,S,Onshore,187,29°c,Mediocre
Padang-Padang,25/01,6pm,Plano,5ft,SSW,206,13s,4,SE,Cross/Onshore,146,29°c,Mediocre
Padang-Padang,26/01,6am,Plano,4.5ft,SSW,206,12s,4,ENE,Offshore,60,28°c,Mediocre
Padang-Padang,26/01,12pm,Plano,4ft,SSW,205,12s,5,S,Onshore,179,29°c,Mediocre
Padang-Padang,26/01,6pm,Plano,4ft,SSW,205,11s,4,ESE,Cross/Offshore,123,29°c,Mediocre
Padang-Padang,27/01,6am,Plano,3.5ft,SSW,204,11s,6,ENE,Offshore,67,28°c,Mediocre
Padang-Padang,27/01,12pm,Plano,3.5ft,SSW,203,11s,6,SE,Cross/Onshore,142,29°c,Mediocre
Padang-Padang,27/01,6pm,Plano,3ft,SSW,203,10s,4,SSE,Onshore,158,30°c,Mediocre
Padang-Padang,28/01,6am,Plano,3ft,SSW,202,10s,2,E,Offshore,79,28°c,Mediocre
Padang-Padang,28/01,12pm,Plano,2.5ft,SSW,200,10s,5,S,Onshore,183,30°c,Mediocre
Padang-Padang,28/01,6pm,Plano,2.5ft,SSW,199,9s,2,SSW,Onshore,192,30°c,Mediocre
Padang-Padang,29/01,6am,Plano,1.9ft,SW,219,15s,5,N,Offshore,354,29°c,Mediocre
Padang-Padang,29/01,12pm,Plano,2ft,SW,221,15s,9,SW,Onshore,216,30°c,Mediocre
Padang-Padang,29/01,6pm,Plano,2.5ft,SW,220,14s,6,WSW,Onshore,257,29°c,Mediocre
Padang-Padang,30/01,6am,Plano,1.9ft,SW,217,14s,4,NNW,Offshore,347,28°c,Mediocre
Padang-Padang,30/01,12pm,Plano,2ft,SW,228,13s,23,NW,Cross-shore,309,27°c,Mediocre
Padang-Padang,30/01,6pm,Plano,5ft,W,266,5s,24,W,Onshore,265,28°c,Mediocre
Padang-Padang,31/01,6am,Plano,2ft,SW,216,14s,10,NW,Cross-shore,308,28°c,Mediocre
Padang-Padang,31/01,12pm,Plano,3ft,WSW,258,7s,7,W,Onshore,264,29°c,Mediocre
Padang-Padang,31/01,6pm,Plano,3ft,SSW,197,7s,8,WSW,Onshore,246,29°c,Mediocre
Padang-Padang,01/02,6am,Plano,3ft,SSW,194,9s,4,NNW,Cross/Offshore,330,28°c,Mediocre
Padang-Padang,01/02,12pm,Plano,3ft,SSW,193,9s,7,SSW,Onshore,212,29°c,Mediocre
Padang-Padang,01/02,6pm,Plano,2.5ft,SW,215,14s,0,SW,Onshore,217,29°c,Mediocre
Padang-Padang,02/02,6am,Plano,3ft,SSW,210,13s,2,NE,Offshore,46,28°c,Mediocre
Padang-Padang,02/02,12pm,Plano,3.5ft,SSW,210,13s,7,SE,Cross-shore,134,29°c,Mediocre
Padang-Padang,02/02,6pm,Plano,3.5ft,SSW,209,12s,3,E,Offshore,88,29°c,Mediocre
Padang-Padang,03/02,6am,Plano,4ft,SSW,205,12s,3,NE,Offshore,51,28°c,Mediocre
Padang-Padang,03/02,12pm,Plano,4ft,SSW,205,12s,6,SSE,Onshore,166,29°c,Mediocre
Padang-Padang,03/02,6pm,Plano,4ft,SSW,205,11s,7,SSE,Onshore,164,29°c,Mediocre
Padang-Padang,04/02,6am,Plano,3.5ft,SSW,204,11s,3,ENE,Offshore,56,27°c,Mediocre
Padang-Padang,04/02,12pm,Plano,3.5ft,SSW,203,10s,7,SSW,Onshore,200,29°c,Mediocre
Padang-Padang,04/02,6pm,Plano,3.5ft,SSW,203,10s,6,SSW,Onshore,198,29°c,Mediocre
Padang-Padang,05/02,6am,Plano,3ft,SSW,201,10s,6,NW,Cross/Offshore,318,28°c,Mediocre
Padang-Padang,05/02,12pm,Plano,3ft,SSW,201,10s,8,SW,Onshore,235,29°c,Mediocre
Padang-Padang,05/02,6pm,Plano,3ft,SSW,200,12s,7,WSW,Onshore,252,29°c,Mediocre
Padang-Padang,06/02,6am,Plano,3ft,SSW,198,11s,11,WNW,Cross/Onshore,290,29°c,Mediocre
Padang-Padang,06/02,12pm,Plano,3ft,SSW,199,11s,15,WSW,Onshore,240,29°c,Mediocre
Padang-Padang,06/02,6pm,Plano,3.5ft,SSW,210,11s,12,W,Onshore,260,29°c,Mediocre
Padang-Padang,07/02,6am,Plano,3.5ft,SW,214,10s,14,WNW,Cross/Onshore,288,29°c,Mediocre
Padang-Padang,07/02,12pm,Plano,3ft,SW,222,16s,15,WSW,Onshore,247,29°c,Mediocre
Padang-Padang,07/02,6pm,Plano,3ft,SW,222,15s,14,WNW,Cross/Onshore,297,29°c,Mediocre
Padang-Padang,08/02,6am,Plano,3ft,SW,221,15s,10,NE,Offshore,48,28°c,Mediocre
Padang-Padang,08/02,12pm,Plano,3ft,SW,220,14s,9,W,Onshore,266,29°c,Mediocre
Padang-Padang,08/02,6pm,Plano,3ft,SW,220,14s,12,WSW,Onshore,248,30°c,Mediocre
Padang-Padang,09/02,6am,Plano,4.5ft,SSW,212,9s,9,W,Onshore,271,28°c,Mediocre
Padang-Padang,09/02,12pm,Plano,3ft,SW,218,13s,23,W,Onshore,269,28°c,Mediocre
Padang-Padang,09/02,6pm,Plano,3.5ft,S,184,11s,4,N,Offshore,356,27°c,Mediocre
Padang-Padang,10/02,6am,Plano,2.5ft,SW,215,13s,17,W,Onshore,272,28°c,Mediocre
Padang-Padang,10/02,12pm,Plano,3ft,SW,218,16s,14,W,Onshore,259,29°c,Mediocre
Padang-Padang,10/02,6pm,Plano,3.5ft,SW,216,15s,9,W,Onshore,265,29°c,Mediocre
Padang-Padang,11/02,6am,Plano,6ft,SSW,212,16s,4,NW,Cross/Offshore,317,28°c,Mediocre
Padang-Padang,11/02,12pm,Plano,6.5ft,SSW,209,15s,10,WSW,Onshore,248,29°c,Mediocre
Padang-Padang,11/02,6pm,Plano,6.5ft,SSW,209,15s,3,SW,Onshore,230,29°c,Mediocre
Padang-Padang,12/02,6am,Plano,6ft,SSW,208,14s,4,N,Offshore,8,27°c,Mediocre
Padang-Padang,12/02,12pm,Plano,5.5ft,SSW,208,14s,8,SSE,Onshore,159,29°c,Mediocre
Padang-Padang,12/02,6pm,Plano,5.5ft,SSW,208,13s,9,SE,Cross-shore,127,28°c,Mediocre
Padang-Padang,13/02,6am,Plano,5ft,SSW,208,13s,3,NE,Offshore,36,27°c,Mediocre
Padang-Padang,13/02,12pm,Plano,4.5ft,SSW,208,12s,6,SSE,Onshore,157,29°c,Mediocre
Padang-Padang,13/02,6pm,Plano,4ft,SSW,209,18s,7,SE,Cross-shore,134,29°c,Mediocre
Padang-Padang,14/02,6am,Plano,5ft,SSW,209,16s,4,ENE,Offshore,78,28°c,Mediocre
Padang-Padang,14/02,12pm,Plano,6ft,SSW,209,15s,7,SSE,Cross/Onshore,147,29°c,Mediocre
Padang-Padang,14/02,6pm,Plano,6ft,SSW,210,15s,5,SE,Cross-shore,135,29°c,Mediocre
Padang-Padang,15/02,6am,Plano,5ft,SSW,211,14s,3,NE,Offshore,41,28°c,Mediocre
Padang-Padang,15/02,12pm,Plano,5ft,SSW,211,14s,5,SSE,Onshore,160,29°c,Mediocre
Padang-Padang,15/02,6pm,Plano,4.5ft,SSW,211,13s,3,S,Onshore,191,30°c,Mediocre
Padang-Padang,16/02,6am,Plano,4ft,SSW,212,13s,5,W,Onshore,279,29°c,Mediocre
Padang-Padang,16/02,12pm,Plano,4ft,SSW,211,13s,8,WSW,Onshore,242,30°c,Mediocre
Padang-Padang,16/02,6pm,Plano,3.5ft,SSW,211,13s,3,SW,Onshore,233,30°c,Mediocre
Padang-Padang,17/02,6am,Plano,3.5ft,SW,214,12s,9,WNW,Cross/Onshore,300,29°c,Mediocre
Padang-Padang,17/02,12pm,Plano,3.5ft,SSW,210,12s,13,W,Onshore,267,29°c,Mediocre
Padang-Padang,17/02,6pm,Plano,3.5ft,SSW,209,12s,13,NW,Cross-shore,311,27°c,Mediocre
Padang-Padang,18/02,6am,Plano,3ft,SSW,209,12s,5,NNE,Offshore,20,28°c,Mediocre
Padang-Padang,18/02,12pm,Plano,3ft,SSW,209,11s,8,W,Onshore,261,30°c,Mediocre
Padang-Padang,18/02,6pm,Plano,3.5ft,SSW,205,18s,6,NE,Offshore,43,28°c,Mediocre
Padang-Padang,19/02,6am,Plano,6.5ft,SSW,208,17s,12,W,Onshore,272,28°c,Mediocre
Padang-Padang,19/02,12pm,Plano,7.5ft,SSW,207,16s,11,NW,Cross-shore,310,29°c,Mediocre
Padang-Padang,19/02,6pm,Plano,7.5ft,SSW,208,16s,7,NW,Cross-shore,308,29°c,Mediocre
Padang-Padang,20/02,6am,Plano,7ft,SSW,208,15s,11,NW,Cross/Offshore,319,28°c,Mediocre
Padang-Padang,20/02,12pm,Plano,6.5ft,SSW,208,15s,7,SW,Onshore,219,29°c,Mediocre
Padang-Padang,20/02,6pm,Plano,6ft,SSW,209,14s,6,W,Onshore,272,28°c,Mediocre
Padang-Padang,21/02,6am,Plano,5.5ft,SSW,209,14s,9,NW,Cross/Onshore,305,28°c,Mediocre
Padang-Padang,21/02,12pm,Plano,5ft,SSW,210,14s,6,WSW,Onshore,257,29°c,Mediocre
Padang-Padang,21/02,6pm,Plano,5ft,SSW,210,13s,12,W,Onshore,261,29°c,Mediocre
Padang-Padang,22/02,6am,Plano,4.5ft,SSW,209,14s,12,WNW,Cross/Onshore,289,28°c,Mediocre
Padang-Padang,22/02,12pm,Plano,4.5ft,SSW,209,13s,16,WSW,Onshore,249,29°c,Mediocre
Padang-Padang,22/02,6pm,Plano,4.5ft,SSW,209,13s,8,WSW,Onshore,252,29°c,Mediocre
Padang-Padang,23/02,6am,Plano,3.5ft,SSW,208,12s,9,W,Onshore,273,28°c,Mediocre
Padang-Padang,23/02,12pm,Plano,4.5ft,SSW,207,14s,10,WSW,Onshore,238,29°c,Mediocre
Padang-Padang,23/02,6pm,Plano,4ft,SSW,209,14s,9,W,Onshore,271,29°c,Mediocre
Padang-Padang,24/02,6am,Plano,3.5ft,SSW,207,19s,4,NNW,Offshore,340,28°c,Mediocre
Padang-Padang,24/02,12pm,Plano,4ft,SSW,207,18s,4,SSW,Onshore,210,30°c,Mediocre
Padang-Padang,24/02,6pm,Plano,4.5ft,SSW,208,17s,3,WSW,Onshore,238,30°c,Mediocre
Padang-Padang,25/02,6am,Plano,5ft,SSW,211,15s,5,NNE,Offshore,28,28°c,Mediocre
Padang-Padang,25/02,12pm,Plano,5ft,SSW,211,15s,7,SW,Onshore,219,30°c,Mediocre
Padang-Padang,25/02,6pm,Plano,5ft,SSW,212,14s,3,NNE,Offshore,16,30°c,Mediocre
Padang-Padang,26/02,6am,Plano,4.5ft,SSW,212,14s,10,WNW,Cross/Onshore,296,29°c,Mediocre
Padang-Padang,26/02,12pm,Plano,4ft,SSW,212,13s,12,W,Onshore,278,29°c,Mediocre
Padang-Padang,26/02,6pm,Plano,4ft,SSW,212,13s,13,WNW,Cross/Onshore,294,29°c,Mediocre
Padang-Padang,27/02,6am,Plano,3.5ft,SSW,211,13s,3,N,Offshore,358,28°c,Mediocre
Padang-Padang,27/02,12pm,Plano,4.5ft,S,189,11s,13,WSW,Onshore,241,29°c,Mediocre
Padang-Padang,27/02,6pm,Plano,4ft,SSW,192,11s,5,WNW,Cross/Onshore,298,29°c,Mediocre
Padang-Padang,28/02,6am,Plano,4.5ft,SSW,196,12s,7,WNW,Cross/Onshore,303,29°c,Mediocre
Padang-Padang,28/02,12pm,Plano,4.5ft,SSW,197,12s,15,WSW,Onshore,242,30°c,Mediocre
Padang-Padang,28/02,6pm,Plano,4.5ft,SSW,197,11s,18,W,Onshore,268,30°c,Mediocre
Padang-Padang,29/02,6am,Plano,4ft,SSW,204,14s,17,W,Onshore,276,29°c,Mediocre
Padang-Padang,29/02,12pm,Plano,4ft,SSW,204,13s,17,WSW,Onshore,249,30°c,Mediocre
Padang-Padang,29/02,6pm,Plano,4ft,SSW,205,13s,16,W,Onshore,279,30°c,Mediocre
Padang-Padang,01/03,6am,Plano,4ft,SSW,205,12s,9,NW,Cross/Offshore,316,29°c,Mediocre
Padang-Padang,01/03,12pm,Plano,4.5ft,SSW,207,12s,14,SW,Onshore,234,29°c,Mediocre
Padang-Padang,01/03,6pm,Plano,3ft,SSW,209,12s,4,N,Offshore,350,27°c,Mediocre
Padang-Padang,02/03,6am,Plano,3ft,SW,214,8s,6,NNE,Offshore,22,28°c,Mediocre
Padang-Padang,02/03,12pm,Plano,3.5ft,SSW,213,9s,8,SSW,Onshore,213,29°c,Mediocre
Padang-Padang,02/03,6pm,Plano,3ft,SSW,213,8s,5,W,Onshore,261,29°c,Mediocre
Padang-Padang,03/03,6am,Plano,2.5ft,SSW,212,8s,5,NW,Cross/Offshore,319,29°c,Mediocre
Padang-Padang,03/03,12pm,Plano,2.5ft,SSW,211,8s,7,SW,Onshore,230,29°c,Mediocre
Padang-Padang,03/03,6pm,Plano,2.5ft,SSW,210,8s,9,SW,Onshore,233,29°c,Mediocre
Padang-Padang,04/03,6am,Plano,3ft,SSW,212,8s,9,WNW,Onshore,282,29°c,Mediocre
Padang-Padang,04/03,12pm,Plano,3ft,SSW,207,10s,8,W,Onshore,265,29°c,Mediocre
Padang-Padang,04/03,6pm,Plano,3ft,SSW,204,11s,9,WSW,Onshore,252,29°c,Mediocre
Padang-Padang,05/03,6am,Plano,2.5ft,SW,227,13s,8,WNW,Cross/Onshore,285,28°c,Mediocre
Padang-Padang,05/03,12pm,Plano,2.5ft,SW,226,13s,19,WSW,Onshore,253,29°c,Mediocre
Padang-Padang,05/03,6pm,Plano,2.5ft,SW,221,12s,15,W,Onshore,278,29°c,Mediocre
Padang-Padang,06/03,6am,Plano,4ft,W,263,9s,5,NW,Cross/Offshore,323,28°c,Mediocre
Padang-Padang,06/03,12pm,Plano,4ft,W,262,9s,15,WSW,Onshore,251,29°c,Mediocre
Padang-Padang,06/03,6pm,Plano,3.5ft,WSW,256,9s,9,WNW,Onshore,285,29°c,Mediocre
Padang-Padang,07/03,6am,Plano,2.5ft,SW,218,14s,3,NNE,Offshore,13,28°c,Mediocre
Padang-Padang,07/03,12pm,Plano,2.5ft,SW,218,14s,6,SW,Onshore,218,29°c,Mediocre
Padang-Padang,07/03,6pm,Plano,2.5ft,SW,218,14s,8,WNW,Cross/Onshore,294,28°c,Mediocre
Padang-Padang,08/03,6am,Plano,2.5ft,SW,217,14s,12,WNW,Cross/Onshore,292,28°c,Mediocre
Padang-Padang,08/03,12pm,Plano,2.5ft,SW,216,14s,9,WSW,Onshore,248,29°c,Mediocre
Padang-Padang,08/03,6pm,Plano,2.5ft,SW,216,13s,6,NW,Cross-shore,310,29°c,Mediocre
Padang-Padang,09/03,6am,Plano,2.5ft,SW,216,13s,14,NW,Cross-shore,314,28°c,Mediocre
Padang-Padang,09/03,12pm,Plano,2.5ft,SW,216,13s,26,W,Onshore,274,29°c,Mediocre
Padang-Padang,09/03,6pm,Plano,6.5ft,W,263,7s,22,WNW,Cross/Onshore,298,28°c,Mediocre
Padang-Padang,10/03,6am,Plano,6ft,W,262,7s,14,NW,Cross/Onshore,305,28°c,Mediocre
Padang-Padang,10/03,12pm,Plano,2ft,SSW,210,18s,17,W,Onshore,260,29°c,Mediocre
Padang-Padang,10/03,6pm,Plano,3ft,SSW,211,17s,12,WNW,Cross/Onshore,295,28°c,Mediocre
Padang-Padang,11/03,6am,Plano,3.5ft,SSW,212,15s,3,N,Offshore,357,28°c,Mediocre
