date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
01/01,6am,2-3ft,3.5ft,6s,12,19,mph,15°c,100%,NNE,29,Onshore,NE,42
01/01,12pm,3-5ft,3ft,16s,13,19,mph,18°c,100%,NW,323,Onshore,NE,45
01/01,6pm,3-5ft,3.5ft,16s,14,21,mph,17°c,100%,NW,326,Onshore,NNE,31
02/01,6am,3-5ft,3.5ft,14s,11,16,mph,15°c,100%,NW,325,Onshore,NE,44
02/01,12pm,3-4ft,3ft,14s,13,19,mph,20°c,100%,NW,326,Onshore,ENE,60
02/01,6pm,3-4ft,3ft,14s,12,21,mph,19°c,100%,NNW,327,Onshore,NE,55
03/01,6am,3-4ft,2.5ft,13s,8,9,mph,14°c,100%,NNW,331,Onshore,NNE,34
03/01,12pm,2-4ft,2.5ft,13s,9,10,mph,20°c,100%,NNW,330,Onshore,NE,52
03/01,6pm,2-4ft,3.5ft,8s,9,12,mph,18°c,100%,NNE,26,Onshore,NE,40
04/01,6am,2-3ft,1.9ft,17s,8,9,mph,14°c,100%,NNW,329,Onshore,NE,39
04/01,12pm,3-4ft,2.5ft,15s,9,10,mph,19°c,100%,NNW,331,Onshore,NE,49
04/01,6pm,2-3ft,2ft,14s,8,9,mph,17°c,100%,NW,322,Onshore,NNE,29
05/01,6am,2-3ft,1.8ft,15s,7,9,mph,14°c,100%,NNW,333,Onshore,N,7
05/01,12pm,2-3ft,1.7ft,13s,7,7,mph,18°c,100%,NNW,334,Onshore,N,353
05/01,6pm,2-3ft,1.7ft,13s,10,11,mph,17°c,100%,NNW,332,Onshore,NNW,340
06/01,6am,2-3ft,4ft,5s,21,30,mph,15°c,100%,NNW,339,Onshore,NNW,334
06/01,12pm,3-5ft,6.5ft,6s,27,31,mph,17°c,100%,NNW,337,Onshore,NNW,331
06/01,6pm,4-7ft,7ft,9s,26,32,mph,16°c,100%,NNW,337,Onshore,NW,326
07/01,6am,6-9ft,9ft,11s,22,30,mph,13°c,100%,NNW,343,Onshore,N,352
07/01,12pm,7-11ft,9.5ft,13s,21,24,mph,16°c,100%,N,350,Onshore,N,355
07/01,6pm,8-13ft,10.5ft,16s,23,27,mph,14°c,100%,NNW,347,Onshore,NNW,337
08/01,6am,6-10ft,8.5ft,13s,19,26,mph,14°c,100%,NNW,348,Onshore,NNW,340
08/01,12pm,6-9ft,7.5ft,13s,12,17,mph,17°c,100%,N,351,Onshore,NNW,327
08/01,6pm,5-7ft,6ft,12s,10,12,mph,16°c,100%,N,358,Onshore,N,351
09/01,6am,4-7ft,5.5ft,13s,5,6,mph,13°c,100%,N,360,Onshore,NNE,19
09/01,12pm,4-6ft,5ft,12s,6,8,mph,18°c,100%,N,1,Onshore,NNE,18
09/01,6pm,4-6ft,4ft,12s,4,4,mph,17°c,100%,N,2,Onshore,N,1
10/01,6am,3-5ft,3.5ft,11s,9,11,mph,15°c,100%,N,5,Onshore,N,0
10/01,12pm,3-4ft,3ft,11s,12,13,mph,19°c,100%,N,5,Onshore,NNE,17
10/01,6pm,2-3ft,2.5ft,10s,11,14,mph,17°c,100%,N,8,Onshore,NNE,32
11/01,6am,3-5ft,3.5ft,14s,15,20,mph,15°c,100%,NW,323,Onshore,NE,53
