Spot,date,time,range,height_ft,swell_dir,swell_angle,period_sec,wind_kmh,wind_dir,wind,wind_angle,temp_°c,Conditions
Nazare,2018-01-04,12pm,6-9ft,4.0,NW,318,11,19,SSE,Offshore,161,17,Mediocre
Nazare,2018-01-04,6pm,5-7ft,4.0,W,259,8,20,SW,Cross/Onshore,214,15,Mediocre
Nazare,2018-02-04,6am,10-16ft,8.0,W,274,11,19,SE,Offshore,144,10,Mediocre
Nazare,2018-02-04,12pm,9-15ft,7.5,W,274,11,16,SSW,Cross-shore,208,15,Mediocre
Nazare,2018-02-04,6pm,9-15ft,7.0,W,273,12,19,SW,Onshore,234,14,Mediocre
Nazare,2018-03-04,6am,9-15ft,7.0,W,272,12,25,SW,Cross/Onshore,223,11,Mediocre
Nazare,2018-03-04,12pm,10-16ft,8.0,W,272,12,28,SW,Onshore,234,15,Mediocre
Nazare,2018-03-04,6pm,14-22ft,11.5,W,279,12,28,WSW,Onshore,245,12,Mediocre
Nazare,2018-04-04,6am,20-35ft,18.0,WNW,283,16,26,WSW,Onshore,255,10,Mediocre
Nazare,2018-04-04,12pm,20-35ft,16.5,WNW,284,15,18,W,Onshore,267,15,Mediocre
Nazare,2018-04-04,6pm,18-28ft,14.5,WNW,286,14,12,W,Onshore,279,13,Mediocre
Nazare,2018-05-04,6am,14-20ft,10.0,WNW,291,13,6,SE,Offshore,127,7,Mediocre
Nazare,2018-05-04,12pm,10-16ft,8.0,WNW,291,12,12,SSE,Offshore,166,17,Mediocre
Nazare,2018-05-04,6pm,9-14ft,6.0,WNW,290,12,15,WSW,Onshore,244,14,Mediocre
Nazare,2018-06-04,6am,9-14ft,7.0,WNW,281,11,12,SE,Offshore,138,8,Mediocre
Nazare,2018-06-04,12pm,10-16ft,7.5,W,280,11,7,WSW,Onshore,246,11,Mediocre
Nazare,2018-06-04,6pm,10-16ft,8.5,WNW,282,11,10,SW,Cross/Onshore,217,11,Mediocre
Nazare,2018-07-04,6am,18-28ft,13.5,WNW,283,15,11,SSE,Offshore,154,7,Mediocre
Nazare,2018-07-04,12pm,18-28ft,13.5,WNW,283,15,13,SW,Cross/Onshore,225,14,Mediocre
Nazare,2018-07-04,6pm,16-26ft,13.0,WNW,285,14,15,NW,Onshore,309,12,Mediocre
Nazare,2018-08-04,6am,14-22ft,10.5,WNW,292,13,21,WNW,Onshore,302,9,Mediocre
Nazare,2018-08-04,12pm,12-20ft,10.0,WNW,296,12,17,WSW,Onshore,258,15,Mediocre
Nazare,2018-08-04,6pm,12-20ft,11.0,WNW,294,11,27,WNW,Onshore,294,9,Mediocre
Nazare,2018-09-04,6am,14-24ft,13.0,WNW,296,11,6,W,Onshore,276,6,Mediocre
Nazare,2018-09-04,12pm,18-26ft,14.0,WNW,295,13,16,WNW,Onshore,284,13,Mediocre
Nazare,2018-09-04,6pm,16-24ft,13.0,WNW,299,13,17,NW,Onshore,310,12,Mediocre
Nazare,2018-10-04,6am,14-22ft,11.0,WNW,296,12,29,WNW,Onshore,291,10,Mediocre
Nazare,2018-10-04,12pm,14-22ft,13.5,WNW,299,11,31,NW,Onshore,309,9,Mediocre
Nazare,2018-10-04,6pm,18-26ft,16.0,WNW,299,11,33,WNW,Onshore,299,9,Mediocre
Nazare,2018-11-04,6am,20-35ft,17.5,NW,304,15,26,NNW,Onshore,334,8,Mediocre
Nazare,2018-11-04,12pm,18-26ft,14.0,NW,305,14,18,NW,Onshore,320,13,Mediocre
Nazare,2018-11-04,6pm,14-22ft,11.5,NW,304,13,18,WNW,Onshore,297,11,Mediocre
Nazare,2018-12-04,6am,10-16ft,8.0,WNW,304,11,25,SSE,Offshore,165,9,Mediocre
Nazare,2018-12-04,12pm,8-12ft,5.5,NW,309,11,23,W,Onshore,273,12,Mediocre
Nazare,2018-12-04,6pm,10-16ft,9.5,WNW,286,10,23,W,Onshore,262,11,Mediocre
Nazare,2018-04-13,6am,20-30ft,15.5,WNW,284,14,4,E,Offshore,100,7,Mediocre
Nazare,2018-04-13,12pm,16-26ft,14.0,WNW,287,13,7,NW,Onshore,318,14,Mediocre
Nazare,2018-04-13,6pm,16-24ft,12.5,WNW,292,13,20,NNW,Onshore,332,12,Mediocre
Nazare,2018-04-14,6am,12-20ft,10.0,WNW,298,12,5,NNW,Onshore,348,10,Mediocre
Nazare,2018-04-14,12pm,12-18ft,9.0,WNW,300,12,6,W,Onshore,280,16,Mediocre
Nazare,2018-04-14,6pm,10-16ft,7.5,WNW,301,12,12,WSW,Onshore,243,12,Mediocre
Nazare,2018-04-15,6am,8-13ft,5.5,WNW,295,11,7,SW,Onshore,235,12,Mediocre
Nazare,2018-04-15,12pm,14-22ft,9.0,W,281,18,9,WNW,Onshore,303,16,Mediocre
Nazare,2018-04-15,6pm,18-28ft,13.5,WNW,287,16,13,W,Onshore,280,13,Mediocre
Nazare,2018-04-16,6am,16-24ft,12.0,WNW,292,14,2,S,Cross/Offshore,188,7,Mediocre
Nazare,2018-04-16,12pm,12-20ft,9.0,WNW,301,13,9,SW,Cross/Onshore,226,17,Mediocre
Nazare,2018-04-16,6pm,9-13ft,6.0,NW,315,12,14,SW,Onshore,232,14,Mediocre
Nazare,2018-04-17,6am,9-14ft,6.5,WNW,294,11,6,SE,Offshore,125,8,Mediocre
Nazare,2018-04-17,12pm,18-28ft,12.5,WNW,284,17,7,SSE,Offshore,151,19,Mediocre
Nazare,2018-04-17,6pm,20-35ft,16.5,WNW,282,18,6,WNW,Onshore,290,17,Mediocre
Nazare,2018-04-18,6am,20-30ft,14.5,W,281,16,7,ESE,Offshore,120,10,Mediocre
Nazare,2018-04-18,12pm,18-28ft,13.0,WNW,282,16,10,SSE,Offshore,164,23,Mediocre
Nazare,2018-04-18,6pm,16-26ft,12.0,WNW,283,16,9,NW,Onshore,310,18,Mediocre
Nazare,2018-04-19,6am,14-22ft,10.0,WNW,287,14,5,NE,Cross/Offshore,48,12,Mediocre
Nazare,2018-04-19,12pm,12-20ft,9.0,WNW,288,14,7,NNE,Cross/Offshore,32,23,Mediocre
Nazare,2018-04-19,6pm,12-18ft,8.5,WNW,290,13,19,N,Onshore,360,17,Mediocre
Nazare,2018-04-20,6am,12-18ft,8.5,WNW,296,13,28,E,Offshore,101,14,Mediocre
Nazare,2018-04-20,12pm,12-18ft,8.0,WNW,297,13,22,ESE,Offshore,104,23,Mediocre
Nazare,2018-04-20,6pm,10-16ft,7.5,WNW,300,13,13,SE,Offshore,142,21,Mediocre
Nazare,2018-04-21,6am,8-13ft,5.5,WNW,299,12,10,ENE,Offshore,79,13,Mediocre
Nazare,2018-04-21,12pm,8-12ft,5.0,NW,308,11,24,ESE,Offshore,120,17,Mediocre
Nazare,2018-04-21,6pm,7-11ft,4.5,NW,309,11,14,SSE,Offshore,153,17,Mediocre
Nazare,2018-04-22,6am,6-9ft,4.0,NW,308,10,6,E,Offshore,89,12,Mediocre
Nazare,2018-04-22,12pm,5-8ft,3.5,NW,308,10,7,N,Cross/Onshore,10,23,Mediocre
Nazare,2018-04-22,6pm,5-8ft,3.5,NW,306,10,21,N,Onshore,358,15,Mediocre
Nazare,2018-04-23,6am,7-11ft,4.0,WNW,292,12,5,ENE,Offshore,67,13,Mediocre
Nazare,2018-04-23,12pm,8-13ft,5.5,WNW,303,12,7,N,Onshore,359,25,Mediocre
Nazare,2018-04-23,6pm,7-11ft,4.5,WNW,291,11,19,N,Onshore,355,17,Mediocre
Nazare,2018-04-24,6am,8-12ft,6.0,NW,311,10,9,N,Cross/Onshore,8,13,Mediocre
Nazare,2018-04-24,12pm,6-9ft,3.5,WNW,291,10,12,NNW,Onshore,344,23,Mediocre
Nazare,2018-04-24,6pm,6-9ft,5.5,NNW,328,7,24,N,Onshore,355,15,Mediocre
Nazare,2018-04-25,6am,6-10ft,5.0,NW,317,8,22,N,Onshore,357,12,Mediocre
Nazare,2018-04-25,12pm,7-11ft,4.5,WNW,290,12,19,NNW,Onshore,347,18,Mediocre
Nazare,2018-04-25,6pm,8-12ft,8.0,NNW,334,8,29,N,Onshore,351,15,Mediocre
Nazare,2018-04-26,6am,9-14ft,6.5,WNW,299,11,19,N,Onshore,359,10,Mediocre
Nazare,2018-04-26,12pm,10-16ft,8.5,NW,318,11,11,NNW,Onshore,339,19,Mediocre
Nazare,2018-04-26,6pm,10-16ft,7.5,NW,315,12,21,NNW,Onshore,339,14,Mediocre
Nazare,2018-04-27,6am,9-14ft,6.5,NW,311,11,12,NNW,Onshore,342,10,Mediocre
Nazare,2018-04-27,12pm,8-12ft,5.5,NW,308,10,13,NNW,Onshore,334,16,Mediocre
Nazare,2018-04-27,6pm,9-14ft,6.5,NW,311,11,16,NNW,Onshore,335,13,Mediocre
Nazare,2018-04-28,6am,7-12ft,6.0,NNW,328,11,5,WNW,Onshore,304,8,Mediocre
Nazare,2018-04-28,12pm,8-13ft,6.5,NW,315,10,14,WSW,Onshore,244,15,Mediocre
Nazare,2018-04-28,6pm,6-10ft,4.5,WNW,292,9,14,SW,Cross/Onshore,218,10,Mediocre
Nazare,2018-04-29,6am,8-13ft,7.0,WNW,298,8,23,WNW,Onshore,298,8,Mediocre
Nazare,2018-04-29,12pm,12-18ft,10.5,WNW,296,10,22,WNW,Onshore,289,13,Mediocre
Nazare,2018-04-29,6pm,12-18ft,10.0,WNW,299,10,17,W,Onshore,281,11,Mediocre
Nazare,2018-04-30,6am,9-14ft,7.5,NW,304,10,4,SW,Cross/Onshore,215,7,Mediocre
Nazare,2018-04-30,12pm,8-13ft,6.5,NW,306,10,10,WNW,Onshore,283,15,Mediocre
Nazare,2018-04-30,6pm,7-11ft,5.5,NW,307,9,13,NW,Onshore,307,12,Mediocre
Nazare,2018-01-05,6am,6-10ft,5.5,NW,321,8,21,NNW,Onshore,340,8,Not recommended
Nazare,2018-01-05,12pm,6-9ft,5.0,NW,326,8,16,NNW,Onshore,331,15,Not recommended
Nazare,2018-01-05,6pm,5-8ft,4.0,NW,322,8,14,NW,Onshore,312,12,Not recommended
Nazare,2018-02-05,6am,4-6ft,2.5,NW,311,8,8,SSE,Offshore,161,9,Not recommended
Nazare,2018-02-05,12pm,5-8ft,4.0,NW,306,8,10,SW,Cross/Onshore,217,14,Not recommended
Nazare,2018-02-05,6pm,8-12ft,6.0,WNW,299,9,4,WNW,Onshore,301,15,Not recommended
Nazare,2018-03-05,6am,8-12ft,6.0,WNW,296,10,21,N,Onshore,356,10,Not recommended
Nazare,2018-03-05,12pm,9-14ft,6.5,WNW,300,11,18,NNW,Onshore,339,17,Not recommended
Nazare,2018-03-05,6pm,10-16ft,8.0,NW,311,11,22,NNW,Onshore,349,14,Not recommended
Nazare,2018-04-05,6am,9-15ft,8.5,NW,320,10,7,ENE,Offshore,65,9,Not recommended
Nazare,2018-04-05,12pm,9-13ft,7.0,NW,322,11,11,NNE,Cross-shore,23,20,Not recommended
Nazare,2018-04-05,6pm,9-14ft,7.5,NW,326,10,19,N,Onshore,354,17,Not recommended
Nazare,2018-05-05,6am,8-13ft,6.0,NW,321,11,5,SE,Offshore,128,11,Not recommended
Nazare,2018-05-05,12pm,7-11ft,5.5,NW,323,11,4,WSW,Onshore,248,25,Not recommended
Nazare,2018-05-05,6pm,7-11ft,5.0,NW,319,11,9,NW,Onshore,324,18,Not recommended
Nazare,2018-06-05,6am,6-9ft,4.0,NW,311,10,4,NE,Cross/Offshore,47,13,Not recommended
Nazare,2018-06-05,12pm,6-9ft,4.0,NW,313,10,4,WNW,Onshore,289,26,Not recommended
Nazare,2018-06-05,6pm,6-10ft,4.0,NW,309,11,11,NNW,Onshore,340,20,Not recommended
Nazare,2018-07-05,6am,7-11ft,4.5,NW,305,11,4,NNE,Cross/Offshore,32,14,Not recommended
Nazare,2018-07-05,12pm,7-10ft,3.5,NW,313,14,6,NW,Onshore,320,25,Not recommended
Nazare,2018-07-05,6pm,7-10ft,4.0,NW,314,13,12,NNW,Onshore,335,20,Not recommended
Nazare,2018-08-05,6am,6-10ft,4.0,NW,314,12,11,NNW,Onshore,334,12,Not recommended
Nazare,2018-08-05,12pm,6-9ft,3.5,NW,313,12,17,NNW,Onshore,339,18,Not recommended
Nazare,2018-08-05,6pm,6-9ft,5.5,NNW,330,7,29,NNW,Onshore,341,16,Not recommended
Nazare,2018-09-05,6am,8-12ft,3.5,WNW,290,18,21,NNW,Onshore,342,13,Not recommended
Nazare,2018-09-05,12pm,10-16ft,6.0,WNW,293,16,21,NNW,Onshore,339,15,Not recommended
Nazare,2018-09-05,6pm,12-18ft,7.5,WNW,296,14,26,NNW,Onshore,342,14,Not recommended
Nazare,2018-10-05,6am,10-16ft,6.5,WNW,299,13,25,N,Onshore,356,11,Not recommended
Nazare,2018-10-05,12pm,10-16ft,7.5,NW,313,12,12,NNW,Onshore,342,19,Not recommended
Nazare,2018-10-05,6pm,16-26ft,11.5,NW,308,16,10,NNW,Onshore,330,16,Not recommended
Nazare,2018-11-05,6am,12-20ft,9.5,NW,308,14,5,NNW,Onshore,341,10,Not recommended
Nazare,2018-11-05,12pm,12-18ft,8.0,NW,308,13,6,WNW,Onshore,300,19,Not recommended
Nazare,2018-11-05,6pm,9-15ft,6.5,NW,308,12,14,WNW,Onshore,299,15,Not recommended
Nazare,2018-12-05,6am,10-16ft,8.0,NW,310,11,21,NNW,Onshore,333,10,Not recommended
Nazare,2018-12-05,12pm,12-18ft,8.5,NW,307,12,20,NNW,Onshore,334,16,Not recommended
Nazare,2018-12-05,6pm,12-20ft,10.0,NW,307,12,22,NNW,Onshore,338,13,Not recommended
Nazare,2018-05-13,6am,12-18ft,9.5,NW,305,12,19,N,Cross/Onshore,2,9,Not recommended
Nazare,2018-05-13,12pm,12-18ft,8.5,NW,305,12,17,NNW,Onshore,340,16,Not recommended
Nazare,2018-05-13,6pm,12-18ft,8.5,NW,307,12,22,NNW,Onshore,345,14,Not recommended
Nazare,2018-05-14,6am,10-16ft,8.0,NW,313,12,26,N,Cross/Onshore,1,11,Not recommended
Nazare,2018-05-14,12pm,10-16ft,7.0,NW,315,12,24,N,Onshore,350,18,Not recommended
Nazare,2018-05-14,6pm,8-12ft,5.5,NW,314,11,28,N,Onshore,352,15,Not recommended
Nazare,2018-05-15,6am,9-14ft,7.5,NW,322,10,10,NNE,Cross/Onshore,19,11,Not recommended
Nazare,2018-05-15,12pm,8-13ft,7.0,NW,320,10,10,N,Onshore,349,23,Not recommended
Nazare,2018-05-15,6pm,8-13ft,6.5,NW,320,10,21,N,Onshore,352,17,Not recommended
Nazare,2018-05-16,6am,8-12ft,6.5,NW,319,9,5,ENE,Offshore,77,13,Not recommended
Nazare,2018-05-16,12pm,5-8ft,3.5,WNW,301,10,8,NE,Cross/Offshore,36,27,Not recommended
Nazare,2018-05-16,6pm,5-8ft,3.5,WNW,302,10,22,N,Onshore,351,21,Not recommended
Nazare,2018-05-17,6am,5-8ft,4.5,NNW,333,8,5,NNE,Cross/Offshore,32,14,Not recommended
Nazare,2018-05-17,12pm,5-8ft,4.5,NNW,334,8,3,WNW,Onshore,298,28,Not recommended
Nazare,2018-05-17,6pm,6-10ft,5.0,NW,325,8,13,NNW,Onshore,337,21,Not recommended
Nazare,2018-05-18,6am,7-11ft,6.0,NW,325,9,3,SSW,Cross-shore,201,12,Not recommended
Nazare,2018-05-18,12pm,7-10ft,5.5,NW,326,9,4,WNW,Onshore,300,26,Not recommended
Nazare,2018-05-18,6pm,6-9ft,5.0,NNW,326,8,16,NNW,Onshore,343,20,Not recommended
Nazare,2018-05-19,6am,5-7ft,4.0,NNW,329,8,5,ESE,Offshore,112,13,Not recommended
Nazare,2018-05-19,12pm,4-6ft,3.0,NNW,334,7,6,NW,Onshore,313,25,Not recommended
Nazare,2018-05-19,6pm,4-6ft,2.0,WNW,297,10,11,NW,Onshore,322,20,Not recommended
Nazare,2018-05-20,6am,6-9ft,2.5,WNW,302,16,3,NNW,Onshore,339,14,Not recommended
Nazare,2018-05-20,12pm,6-10ft,3.0,NW,304,15,9,NW,Onshore,311,24,Not recommended
Nazare,2018-05-20,6pm,7-10ft,3.5,NW,305,14,12,NW,Onshore,308,19,Not recommended
Nazare,2018-05-21,6am,6-10ft,3.5,NW,307,13,3,SSW,Cross-shore,206,11,Not recommended
Nazare,2018-05-21,12pm,6-9ft,3.5,NW,308,12,7,W,Onshore,261,22,Not recommended
Nazare,2018-05-21,6pm,6-9ft,3.5,WNW,303,12,9,W,Onshore,277,17,Not recommended
Nazare,2018-05-22,6am,6-9ft,3.5,NW,306,11,7,SE,Offshore,136,11,Not recommended
Nazare,2018-05-22,12pm,6-10ft,4.0,NW,306,11,12,SSE,Offshore,162,24,Not recommended
Nazare,2018-05-22,6pm,7-11ft,4.5,NW,304,11,9,WNW,Onshore,303,19,Not recommended
Nazare,2018-05-23,6am,7-10ft,4.5,NW,310,11,4,SE,Offshore,128,12,Not recommended
Nazare,2018-05-23,12pm,7-10ft,4.5,NW,310,11,9,WSW,Onshore,243,25,Not recommended
Nazare,2018-05-23,6pm,6-10ft,4.0,NW,311,11,9,NW,Onshore,312,18,Not recommended
Nazare,2018-05-24,6am,5-8ft,3.5,NW,314,10,5,ESE,Offshore,106,14,Not recommended
Nazare,2018-05-24,12pm,5-7ft,3.0,NW,314,10,11,ESE,Offshore,109,16,Not recommended
Nazare,2018-05-24,6pm,6-10ft,3.5,WNW,301,12,7,NNE,Cross/Offshore,32,17,Not recommended
Nazare,2018-05-25,6am,6-10ft,4.0,WNW,302,11,9,SSE,Offshore,151,12,Not recommended
Nazare,2018-05-25,12pm,6-9ft,3.5,WNW,297,11,5,W,Onshore,261,21,Not recommended
Nazare,2018-05-25,6pm,5-8ft,3.5,WNW,296,10,11,NW,Onshore,317,17,Not recommended
Nazare,2018-05-26,6am,5-8ft,3.0,WNW,301,10,3,SSE,Offshore,151,12,Not recommended
Nazare,2018-05-26,12pm,7-11ft,5.5,NW,317,9,7,WSW,Onshore,255,22,Not recommended
Nazare,2018-05-26,6pm,6-10ft,5.0,NW,317,9,9,NW,Onshore,325,18,Not recommended
Nazare,2018-05-27,6am,6-9ft,4.5,NW,317,9,4,NNW,Onshore,339,13,Not recommended
Nazare,2018-05-27,12pm,5-8ft,4.0,NW,324,8,13,NW,Onshore,322,20,Not recommended
Nazare,2018-05-27,6pm,6-9ft,5.0,NNW,327,8,22,NNW,Onshore,339,15,Not recommended
Nazare,2018-05-28,6am,5-8ft,4.5,NW,326,8,17,NNW,Onshore,336,13,Not recommended
Nazare,2018-05-28,12pm,5-8ft,4.5,NW,325,7,18,NNW,Onshore,329,17,Not recommended
Nazare,2018-05-28,6pm,5-8ft,4.5,NW,324,7,18,NW,Onshore,320,15,Not recommended
Nazare,2018-05-29,6am,5-8ft,3.0,WNW,288,11,4,NW,Onshore,306,13,Not recommended
Nazare,2018-05-29,12pm,5-8ft,3.0,WNW,287,11,12,WNW,Onshore,289,16,Not recommended
Nazare,2018-05-29,6pm,5-7ft,3.0,WNW,286,10,13,NW,Onshore,310,16,Not recommended
Nazare,2018-05-30,6am,5-8ft,3.0,WNW,287,10,10,NW,Onshore,325,13,Not recommended
Nazare,2018-05-30,12pm,5-7ft,3.0,WNW,287,10,11,NW,Onshore,304,19,Not recommended
Nazare,2018-05-30,6pm,5-8ft,2.5,WNW,292,13,13,WNW,Onshore,299,16,Not recommended
Nazare,2018-05-31,6am,7-11ft,4.5,WNW,294,11,6,W,Onshore,281,14,Not recommended
Nazare,2018-05-31,12pm,6-10ft,4.0,WNW,295,11,12,WNW,Onshore,294,19,Not recommended
Nazare,2018-05-31,6pm,8-12ft,5.0,WNW,297,12,13,NW,Onshore,324,16,Not recommended
Nazare,2018-01-06,6am,8-13ft,6.0,NW,304,11,16,NNW,Onshore,339,11,Not recommended
Nazare,2018-01-06,12pm,8-13ft,6.5,NW,309,10,18,NNW,Onshore,332,18,Not recommended
Nazare,2018-01-06,6pm,8-13ft,6.5,NW,312,10,20,NW,Onshore,325,15,Not recommended
Nazare,2018-02-06,6am,8-12ft,6.5,NW,316,9,21,NNW,Onshore,345,13,Not recommended
Nazare,2018-02-06,12pm,7-11ft,6.0,NW,317,9,16,NNW,Onshore,340,19,Not recommended
Nazare,2018-02-06,6pm,6-10ft,5.0,NW,317,8,16,NW,Onshore,323,16,Not recommended
Nazare,2018-03-06,6am,4-6ft,3.0,NW,315,8,16,NW,Onshore,323,14,Not recommended
Nazare,2018-03-06,12pm,5-7ft,3.5,NW,314,8,11,NW,Onshore,316,17,Not recommended
Nazare,2018-03-06,6pm,5-8ft,4.0,NW,308,8,13,WNW,Onshore,294,16,Not recommended
Nazare,2018-04-06,6am,7-11ft,5.0,WNW,283,12,18,WNW,Onshore,283,14,Not recommended
Nazare,2018-04-06,12pm,7-11ft,4.5,WNW,281,11,15,WNW,Onshore,288,17,Not recommended
Nazare,2018-04-06,6pm,7-10ft,4.5,W,280,11,16,WNW,Onshore,288,15,Not recommended
Nazare,2018-05-06,6am,5-8ft,4.0,NW,312,8,11,NW,Onshore,309,12,Not recommended
Nazare,2018-05-06,12pm,5-7ft,3.5,NW,315,7,12,WNW,Onshore,303,19,Not recommended
Nazare,2018-05-06,6pm,4-6ft,3.0,NW,315,7,17,WNW,Onshore,286,16,Not recommended
Nazare,2018-06-06,6am,4-7ft,4.0,NW,315,6,18,NW,Onshore,315,15,Not recommended
Nazare,2018-06-06,12pm,4-6ft,3.0,NW,317,6,14,NW,Onshore,320,20,Not recommended
Nazare,2018-06-06,6pm,4-6ft,2.5,W,273,9,14,NW,Onshore,316,18,Not recommended
Nazare,2018-07-06,6am,4-6ft,2.5,W,272,9,6,SSW,Cross/Offshore,196,14,Not recommended
Nazare,2018-07-06,12pm,5-8ft,2.5,WNW,282,12,18,SSW,Cross/Offshore,193,16,Not recommended
Nazare,2018-07-06,6pm,7-11ft,5.0,W,274,12,17,SSW,Cross-shore,206,16,Not recommended
Nazare,2018-08-06,6am,7-11ft,3.5,WNW,289,14,3,WSW,Onshore,248,12,Not recommended
Nazare,2018-08-06,12pm,10-16ft,6.0,WNW,287,14,13,WSW,Onshore,258,17,Not recommended
Nazare,2018-08-06,6pm,10-16ft,6.5,WNW,288,13,12,W,Onshore,264,17,Not recommended
Nazare,2018-09-06,6am,9-14ft,6.0,WNW,292,13,11,SE,Offshore,129,12,Not recommended
Nazare,2018-09-06,12pm,9-14ft,6.0,WNW,292,12,11,SW,Onshore,236,19,Not recommended
Nazare,2018-09-06,6pm,8-13ft,5.5,WNW,296,12,15,NW,Onshore,316,16,Not recommended
Nazare,2018-10-06,6am,8-12ft,5.0,WNW,300,11,16,W,Onshore,268,14,Not recommended
Nazare,2018-10-06,12pm,8-12ft,5.5,NW,305,11,16,WNW,Onshore,286,16,Not recommended
Nazare,2018-10-06,6pm,6-10ft,5.0,NW,308,8,17,WNW,Onshore,290,16,Not recommended
Nazare,2018-11-06,6am,5-8ft,4.0,NW,308,7,4,NNW,Onshore,327,14,Not recommended
Nazare,2018-11-06,12pm,4-7ft,3.5,NW,308,7,10,NW,Onshore,319,21,Not recommended
Nazare,2018-11-06,6pm,4-6ft,3.0,NW,307,6,17,NW,Onshore,326,17,Not recommended
Nazare,2018-12-06,6am,4-6ft,3.5,NW,323,6,22,NNW,Onshore,345,15,Not recommended
Nazare,2018-12-06,12pm,4-6ft,3.5,NNW,332,6,19,NNW,Onshore,339,17,Not recommended
Nazare,2018-12-06,6pm,4-6ft,4.0,NNW,335,6,22,NNW,Onshore,338,17,Not recommended
Nazare,2018-06-13,6am,3-5ft,3.0,NW,317,6,14,N,Onshore,349,14,Not recommended
Nazare,2018-06-13,12pm,4-7ft,4.0,NNW,329,7,13,NNW,Onshore,338,22,Not recommended
Nazare,2018-06-13,6pm,5-8ft,5.0,NNW,329,7,22,NNW,Onshore,344,18,Not recommended
Nazare,2018-06-14,6am,6-10ft,6.0,NNW,332,7,21,N,Onshore,357,13,Not recommended
Nazare,2018-06-14,12pm,5-8ft,5.0,NNW,334,7,16,NNW,Onshore,345,22,Not recommended
Nazare,2018-06-14,6pm,4-7ft,4.5,NNW,338,6,22,N,Onshore,349,19,Not recommended
Nazare,2018-06-15,6am,4-6ft,3.5,NNW,337,6,22,N,Onshore,354,16,Not recommended
Nazare,2018-06-15,12pm,6-9ft,3.5,NW,309,12,20,NNW,Onshore,344,20,Not recommended
Nazare,2018-06-15,6pm,9-14ft,7.0,NW,317,11,25,NNW,Onshore,343,18,Not recommended
Nazare,2018-06-16,6am,8-13ft,8.0,NW,321,8,30,N,Onshore,354,14,Not recommended
Nazare,2018-06-16,12pm,7-11ft,5.0,WNW,298,9,23,N,Onshore,351,22,Not recommended
Nazare,2018-06-16,6pm,6-9ft,6.0,NNW,337,7,30,N,Onshore,352,19,Not recommended
Nazare,2018-06-17,6am,8-12ft,7.5,NW,325,8,21,N,Cross/Onshore,5,15,Not recommended
Nazare,2018-06-17,12pm,8-12ft,7.5,NW,325,9,16,N,Onshore,352,26,Not recommended
Nazare,2018-06-17,6pm,8-12ft,7.0,NW,326,8,25,N,Onshore,357,23,Not recommended
Nazare,2018-06-18,6am,8-12ft,7.0,NW,320,8,7,NE,Cross/Offshore,35,19,Not recommended
Nazare,2018-06-18,12pm,8-12ft,6.0,NW,317,10,9,NNE,Cross-shore,28,34,Not recommended
Nazare,2018-06-18,6pm,8-12ft,6.0,NW,319,10,21,N,Onshore,358,28,Not recommended
Nazare,2018-06-19,6am,9-14ft,6.5,NW,315,11,14,ESE,Offshore,116,19,Not recommended
Nazare,2018-06-19,12pm,8-12ft,5.5,NW,313,11,11,SSW,Cross-shore,206,32,Not recommended
Nazare,2018-06-19,6pm,7-10ft,4.5,WNW,299,11,10,NW,Onshore,323,23,Not recommended
Nazare,2018-06-20,6am,6-10ft,4.0,WNW,295,11,6,N,Cross/Onshore,8,18,Not recommended
Nazare,2018-06-20,12pm,6-10ft,4.0,WNW,295,11,7,NNW,Onshore,327,29,Not recommended
Nazare,2018-06-20,6pm,6-10ft,4.0,WNW,299,11,9,NW,Onshore,321,23,Not recommended
Nazare,2018-06-21,6am,6-9ft,3.5,WNW,292,11,2,W,Onshore,275,18,Not recommended
Nazare,2018-06-21,12pm,6-9ft,3.5,WNW,293,10,5,NE,Offshore,55,29,Not recommended
Nazare,2018-06-21,6pm,5-8ft,3.5,WNW,291,10,11,NW,Onshore,325,24,Not recommended
Nazare,2018-06-22,6am,5-7ft,3.0,WNW,288,10,3,ESE,Offshore,107,18,Not recommended
Nazare,2018-06-22,12pm,4-7ft,3.5,NNW,340,8,3,NW,Onshore,324,30,Not recommended
Nazare,2018-06-22,6pm,4-6ft,3.5,NNW,339,8,11,NW,Onshore,305,25,Not recommended
Nazare,2018-06-23,6am,3-5ft,2.5,NNW,339,8,3,ESE,Offshore,104,19,Not recommended
Nazare,2018-06-23,12pm,3-5ft,2.5,NNW,340,8,13,S,Cross/Offshore,182,32,Not recommended
Nazare,2018-06-23,6pm,3-5ft,2.5,NNW,336,8,9,WNW,Onshore,299,24,Not recommended
Nazare,2018-06-24,6am,2-4ft,1.6,NNW,337,8,2,WSW,Onshore,238,18,Not recommended
Nazare,2018-06-24,12pm,2-3ft,1.4,NNW,337,7,5,WNW,Onshore,291,28,Not recommended
Nazare,2018-06-24,6pm,2-3ft,1.4,NNW,334,7,9,NW,Onshore,321,21,Not recommended
Nazare,2018-06-25,6am,2-3ft,1.1,WNW,289,11,6,NW,Onshore,319,17,Not recommended
Nazare,2018-06-25,12pm,3-4ft,1.3,WNW,288,10,6,WNW,Onshore,299,20,Not recommended
Nazare,2018-06-25,6pm,3-4ft,1.4,WNW,287,10,10,NW,Onshore,318,20,Not recommended
Nazare,2018-06-26,6am,3-5ft,1.7,WNW,285,10,7,NNW,Onshore,348,15,Not recommended
