date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
01/01,6am,1ft,1.1ft,5s,4,5,mph,26°c,100%,SSE,151,Offshore,WNW,300
01/01,12pm,1-2ft,1ft,9s,13,12,mph,29°c,100%,S,191,Onshore,SSE,157
01/01,6pm,1ft,1.2ft,5s,8,10,mph,28°c,100%,SSE,160,Cross/Onshore,ESE,112
02/01,6am,1ft,1ft,8s,1,2,mph,26°c,100%,S,190,Cross-shore,W,279
02/01,12pm,1ft,0.8ft,8s,10,11,mph,30°c,100%,S,188,Onshore,SSE,153
02/01,6pm,1ft,0.7ft,8s,9,11,mph,28°c,100%,S,187,Onshore,SE,130
03/01,6am,1ft,0.6ft,8s,4,5,mph,27°c,100%,S,186,Offshore,NNE,29
03/01,12pm,1ft,0.6ft,9s,4,6,mph,33°c,100%,SSW,200,Onshore,SSW,209
03/01,6pm,1ft,0.8ft,8s,8,9,mph,30°c,100%,SSW,194,Cross-shore,E,98
04/01,6am,1ft,0.7ft,9s,6,8,mph,28°c,100%,S,187,Cross/Offshore,WNW,289
04/01,12pm,1ft,0.6ft,9s,10,11,mph,32°c,100%,S,189,Onshore,SSW,212
04/01,6pm,1ft,0.7ft,9s,7,9,mph,29°c,100%,S,191,Cross/Onshore,E,101
05/01,6am,1ft,0.5ft,8s,6,7,mph,27°c,100%,S,189,Onshore,WSW,248
05/01,12pm,0-1ft,0.7ft,4s,8,9,mph,29°c,100%,SW,229,Onshore,S,184
05/01,6pm,2-3ft,1.7ft,12s,10,13,mph,27°c,100%,SSW,193,Onshore,SE,141
06/01,6am,3-5ft,4ft,11s,4,4,mph,26°c,100%,S,190,Offshore,N,352
06/01,12pm,3-5ft,4ft,10s,12,12,mph,30°c,100%,S,186,Onshore,SE,138
06/01,6pm,3-4ft,3.5ft,10s,13,18,mph,28°c,100%,S,185,Cross/Onshore,ESE,117
07/01,6am,2-3ft,2ft,10s,5,5,mph,26°c,100%,S,191,Offshore,NE,41
