date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
01/01,6am,1-2ft,1.7ft,5s,10,12,mph,14°c,100%,E,99,Onshore,SE,135
01/01,12pm,2-3ft,3ft,6s,12,14,mph,20°c,100%,ESE,107,Onshore,SE,137
01/01,6pm,2-3ft,3ft,6s,8,10,mph,17°c,100%,ESE,111,Onshore,E,100
02/01,6am,1-2ft,2ft,5s,8,10,mph,14°c,100%,E,100,Onshore,ESE,102
02/01,12pm,1-2ft,2ft,5s,10,11,mph,19°c,100%,E,98,Onshore,ESE,104
02/01,6pm,1-2ft,1.8ft,5s,6,8,mph,17°c,100%,E,100,Onshore,ENE,78
03/01,6am,1ft,1ft,4s,7,8,mph,13°c,100%,ESE,105,Onshore,ENE,63
03/01,12pm,1ft,1.1ft,4s,8,8,mph,18°c,100%,NE,38,Onshore,ENE,76
03/01,6pm,1ft,1.1ft,5s,8,8,mph,16°c,100%,NE,38,Onshore,ENE,58
04/01,6am,1ft,1.2ft,5s,5,7,mph,13°c,100%,NE,50,Onshore,ENE,70
04/01,12pm,1ft,1.1ft,5s,7,8,mph,17°c,100%,NE,52,Onshore,ESE,107
04/01,6pm,1ft,1.1ft,5s,6,6,mph,16°c,100%,ENE,58,Onshore,E,100
05/01,6am,1ft,1.7ft,14s,6,8,mph,13°c,100%,N,3,Onshore,E,87
05/01,12pm,1ft,1.3ft,5s,10,14,mph,18°c,100%,ENE,73,Onshore,ESE,108
05/01,6pm,1ft,1.6ft,13s,7,9,mph,16°c,100%,N,4,Onshore,ESE,102
06/01,6am,1-2ft,1.9ft,4s,13,19,mph,14°c,100%,E,101,Onshore,ESE,113
06/01,12pm,2-3ft,3ft,5s,15,17,mph,18°c,100%,ESE,107,Onshore,ESE,120
06/01,6pm,2-3ft,2.5ft,5s,9,11,mph,16°c,100%,ESE,110,Onshore,E,90
