ds,y
2018-01-01,18.333333333333332
2018-01-02,16.666666666666668
2018-01-03,19.0
2018-01-04,18.0
2018-01-05,16.666666666666668
2018-01-06,5.0
2018-01-07,33.0
2018-01-08,39.0
2018-01-09,4.333333333333333
2018-01-10,20.0
2018-01-11,17.0
2018-01-12,14.333333333333334
2018-01-13,18.333333333333332
2018-01-14,19.333333333333332
2018-01-15,13.0
2018-01-16,15.0
2018-01-17,19.0
2018-01-18,21.333333333333332
2018-01-19,19.0
2018-01-20,19.333333333333332
2018-01-21,26.0
2018-01-22,23.0
2018-01-23,23.666666666666668
2018-01-24,20.0
2018-01-25,13.666666666666666
2018-01-26,11.0
2018-01-27,18.666666666666668
2018-01-28,23.0
2018-01-29,22.666666666666668
2018-01-30,19.333333333333332
2018-01-31,12.333333333333334
2018-02-01,17.333333333333332
2018-02-02,13.333333333333334
2018-02-03,20.666666666666668
2018-02-04,14.333333333333334
2018-02-05,26.666666666666668
2018-02-06,9.333333333333334
2018-02-07,41.0
2018-02-08,30.0
2018-02-09,13.333333333333334
2018-02-10,20.0
2018-02-11,8.333333333333334
2018-02-12,15.0
2018-02-13,16.666666666666668
2018-02-14,17.0
2018-02-15,23.0
2018-02-16,16.333333333333332
2018-02-17,22.0
2018-02-18,15.0
2018-02-19,23.333333333333332
2018-02-20,21.666666666666668
2018-02-21,19.333333333333332
2018-02-22,14.666666666666666
2018-02-23,26.333333333333332
2018-02-24,16.666666666666668
2018-02-25,14.333333333333334
2018-02-26,19.0
2018-02-27,17.0
2018-02-28,16.0
2018-03-01,22.333333333333332
2018-03-02,17.333333333333332
2018-03-03,21.0
2018-03-04,16.0
2018-03-05,10.666666666666666
2018-03-06,7.666666666666667
2018-03-07,25.333333333333332
2018-03-08,34.666666666666664
2018-03-09,23.333333333333332
2018-03-10,22.0
2018-03-11,14.333333333333334
2018-03-12,16.666666666666668
2018-03-13,14.333333333333334
2018-03-14,10.333333333333334
2018-03-15,16.333333333333332
2018-03-16,13.666666666666666
2018-03-17,21.0
2018-03-18,12.0
2018-03-19,17.666666666666668
2018-03-20,15.333333333333334
2018-03-21,14.333333333333334
2018-03-22,19.666666666666668
2018-03-23,21.333333333333332
2018-03-24,17.0
2018-03-25,20.0
2018-03-26,25.666666666666668
2018-03-27,11.333333333333334
2018-03-28,11.333333333333334
2018-03-29,13.666666666666666
2018-03-30,18.666666666666668
2018-03-31,20.0
2018-04-01,11.0
2018-04-02,11.0
2018-04-03,18.666666666666668
2018-04-04,20.0
2018-04-05,7.0
2018-04-06,20.0
2018-04-07,34.666666666666664
2018-04-08,36.666666666666664
