Spot,date,time,range,height_ft,swell_dir,swell_angle,period_sec,wind_kmh,wind_dir,wind,wind_angle,temp_°c,Conditions,Location,Longitud,Latitude
Fronton,09/04,6am,2-3ft,1.9,N,351,15,15,NNW,Onshore,346,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,09/04,12pm,3-4ft,2.5,N,350,14,12,N,Onshore,9,21,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,09/04,6pm,2-4ft,2.5,N,350,14,12,N,Onshore,2,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,10/04,6am,2-3ft,2.0,N,350,14,15,N,Onshore,357,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,10/04,12pm,2-3ft,1.9,N,350,13,13,NNE,Onshore,15,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,10/04,6pm,2-3ft,1.7,N,349,13,14,N,Onshore,6,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,11/04,6am,1-2ft,1.4,NNW,349,12,16,N,Onshore,353,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,11/04,12pm,2ft,2.5,NNE,26,5,14,N,Onshore,4,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,11/04,6pm,2ft,2.5,NNE,27,6,15,N,Onshore,8,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,12/04,6am,2-3ft,2.5,NNE,24,6,15,N,Onshore,357,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,12/04,12pm,2-3ft,2.5,NNE,22,6,12,N,Onshore,353,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,12/04,6pm,2-3ft,2.5,NNE,14,6,12,NNW,Onshore,336,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,13/04,6am,2-3ft,2.5,NNE,11,6,11,NNW,Onshore,326,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,13/04,12pm,2-3ft,2.0,NNE,12,7,8,NNW,Onshore,334,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,13/04,6pm,2-3ft,3.0,N,353,8,8,NNW,Onshore,348,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,14/04,6am,2-4ft,3.0,N,356,9,3,WSW,Offshore,241,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,14/04,12pm,2-4ft,3.0,N,358,8,5,ESE,Offshore,117,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,14/04,6pm,2-4ft,3.0,N,356,8,5,N,Onshore,352,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,15/04,6am,2-4ft,3.0,N,352,8,5,NNW,Onshore,331,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,15/04,12pm,4-7ft,5.0,N,352,13,4,E,Cross/Offshore,98,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,15/04,6pm,4-7ft,5.0,N,352,12,6,NW,Onshore,306,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,16/04,6am,3-5ft,3.5,N,353,11,3,SW,Offshore,227,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,16/04,12pm,3-4ft,3.5,N,350,10,4,ENE,Cross/Onshore,75,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,16/04,6pm,2-4ft,2.5,N,1,10,8,N,Onshore,11,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,17/04,6am,3-4ft,3.5,NW,320,12,4,N,Onshore,358,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,17/04,12pm,3-4ft,3.5,NW,320,13,5,E,Cross-shore,87,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,17/04,6pm,3-4ft,3.5,NW,321,13,3,E,Cross/Onshore,85,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,18/04,6am,2-4ft,3.0,NW,322,12,2,NE,Onshore,54,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,18/04,12pm,2-3ft,2.5,NW,322,12,8,NNW,Onshore,329,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,18/04,6pm,2-3ft,2.0,NW,322,11,19,NNW,Onshore,329,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,19/04,6am,2-3ft,2.5,NNW,346,6,14,NNW,Onshore,344,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,19/04,12pm,2ft,2.5,N,357,6,12,N,Onshore,2,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,19/04,6pm,1-2ft,2.0,N,359,5,12,NNW,Onshore,338,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,20/04,6am,1-2ft,2.0,N,3,6,15,NNW,Onshore,338,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,20/04,12pm,2ft,2.5,N,2,5,14,NNW,Onshore,345,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,20/04,6pm,1-2ft,2.0,N,358,5,16,NNW,Onshore,345,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,21/04,6am,2-3ft,3.0,N,3,5,16,N,Onshore,6,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,21/04,12pm,3-4ft,3.0,NW,320,13,11,NNE,Onshore,18,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,21/04,6pm,4-6ft,5.0,NNW,342,12,15,NNE,Onshore,15,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,22/04,6am,3-5ft,4.0,N,5,10,14,NNE,Onshore,16,12,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,22/04,12pm,3-5ft,4.0,N,7,11,11,NNE,Onshore,15,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,22/04,6pm,3-5ft,4.0,N,6,11,13,NNE,Onshore,13,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,23/04,6am,3-4ft,3.5,N,7,10,10,N,Onshore,360,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,23/04,12pm,3-4ft,3.0,N,7,10,10,NNE,Onshore,20,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,23/04,6pm,3-4ft,3.0,N,7,9,9,NNE,Onshore,32,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,24/04,6am,2-4ft,3.5,N,10,7,20,NNW,Onshore,346,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,24/04,12pm,2-4ft,3.5,N,9,7,13,NNW,Onshore,347,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,24/04,6pm,2-4ft,3.5,N,10,7,14,NNW,Onshore,340,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,25/04,6am,2-3ft,3.0,N,8,7,13,NNW,Onshore,334,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,25/04,12pm,2-3ft,2.5,N,7,7,9,NNW,Onshore,338,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,25/04,6pm,2-3ft,2.5,N,7,7,12,N,Onshore,354,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,26/04,6am,2-3ft,2.5,NNE,11,7,7,N,Onshore,3,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,26/04,12pm,2-3ft,2.0,NNE,13,7,4,NE,Onshore,46,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,26/04,6pm,1-2ft,1.9,NNE,13,7,3,NE,Onshore,50,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,27/04,6am,1-2ft,1.3,NNE,14,7,4,W,Cross/Onshore,280,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,27/04,12pm,1ft,1.1,NNE,13,6,4,NE,Onshore,44,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,27/04,6pm,1ft,1.0,N,7,6,5,N,Onshore,10,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,28/04,6am,2ft,1.6,NNW,329,11,9,NNW,Onshore,334,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,28/04,12pm,2-3ft,2.5,NNW,330,10,10,NNW,Onshore,346,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,28/04,6pm,2-3ft,2.5,NNW,334,10,10,N,Onshore,0,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,29/04,6am,2-3ft,2.5,NNW,346,10,13,N,Onshore,5,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,29/04,12pm,2-3ft,2.5,N,356,10,12,NNE,Onshore,27,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,29/04,6pm,2-3ft,2.5,N,2,9,12,NNE,Onshore,16,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,30/04,6am,1-2ft,2.5,NNE,14,5,16,N,Onshore,354,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,30/04,12pm,1-2ft,2.5,NNE,19,5,12,NNE,Onshore,13,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,30/04,6pm,1-2ft,2.0,NNE,22,5,13,N,Onshore,1,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,01/05,6am,2-3ft,1.4,NNW,340,14,13,N,Onshore,9,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,01/05,12pm,2-4ft,2.5,NNW,338,13,9,NNE,Onshore,33,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,01/05,6pm,3-4ft,3.0,NNW,338,14,9,NNE,Onshore,22,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,02/05,6am,2-4ft,2.5,NNW,337,12,9,NNE,Onshore,13,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,02/05,12pm,2-3ft,2.5,NNW,336,12,5,ENE,Cross/Onshore,77,23,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,02/05,6pm,2-3ft,2.0,NNW,333,11,4,NE,Onshore,46,22,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,03/05,6am,1-2ft,1.3,NNW,334,10,3,NW,Onshore,307,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,03/05,12pm,2-3ft,2.0,NW,314,12,7,ENE,Onshore,62,23,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,03/05,6pm,1-2ft,1.5,NW,311,11,7,N,Onshore,358,22,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,04/05,6am,2ft,2.0,WNW,304,13,7,NNE,Onshore,29,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,04/05,12pm,2-3ft,2.0,NW,308,12,6,NNE,Onshore,30,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,04/05,6pm,2-3ft,2.5,NW,310,11,9,N,Onshore,2,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,05/05,6am,2-3ft,2.5,NW,312,11,11,NNW,Onshore,345,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,05/05,12pm,2-3ft,2.0,NW,317,10,9,NNE,Onshore,18,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,05/05,6pm,2-3ft,2.5,NW,323,11,8,N,Onshore,9,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,06/05,6am,2-3ft,2.5,NW,318,11,10,NNE,Onshore,13,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,06/05,12pm,2-3ft,2.5,NW,320,10,8,NNE,Onshore,30,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,06/05,6pm,2-3ft,2.5,NW,323,10,8,N,Onshore,11,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,07/05,6am,2-3ft,1.9,NW,325,10,12,N,Onshore,357,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,07/05,12pm,1-2ft,1.7,NW,325,9,9,NNE,Onshore,12,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,07/05,6pm,1-2ft,1.5,NNW,327,9,10,N,Onshore,353,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,08/05,6am,1-2ft,1.5,NNE,23,6,13,N,Onshore,352,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,08/05,12pm,1-2ft,1.4,NNE,25,6,9,N,Onshore,0,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,08/05,6pm,1ft,1.3,N,10,3,13,N,Onshore,349,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,09/05,6am,1ft,0.7,NW,304,11,9,NNW,Onshore,328,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,09/05,12pm,1ft,1.1,NNE,15,6,12,N,Onshore,350,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,09/05,6pm,1ft,1.6,NNW,346,3,16,NNW,Onshore,335,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,10/05,6am,1-2ft,2.0,NNW,337,5,15,NNW,Onshore,328,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,10/05,12pm,1-2ft,2.0,N,349,5,11,NNW,Onshore,337,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,10/05,6pm,2-4ft,3.0,NNW,339,10,19,NNW,Onshore,330,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,11/05,6am,3-4ft,3.0,NNW,337,10,13,NW,Onshore,326,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,11/05,12pm,2-3ft,2.5,NNW,340,10,9,NNW,Onshore,343,21,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,11/05,6pm,2-3ft,2.5,NNW,337,10,17,NW,Onshore,322,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,12/05,6am,4-6ft,5.0,NNW,336,13,15,NW,Onshore,316,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,12/05,12pm,4-6ft,5.0,NNW,335,12,13,NNW,Onshore,330,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,12/05,6pm,4-6ft,5.0,NNW,335,11,12,NNW,Onshore,328,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,13/05,6am,4-6ft,5.0,NNW,335,11,9,WNW,Onshore,302,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,13/05,12pm,3-5ft,4.5,NNW,335,10,11,NW,Onshore,326,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,13/05,6pm,3-5ft,4.0,NNW,335,10,11,NNW,Onshore,331,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,14/05,6am,3-5ft,4.5,NNW,336,9,12,NW,Onshore,311,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,14/05,12pm,4-6ft,5.0,NNW,349,11,10,NNW,Onshore,326,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,14/05,6pm,4-7ft,6.0,NNW,345,11,16,NW,Onshore,325,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,15/05,6am,5-7ft,6.5,NNW,344,11,18,NW,Onshore,316,13,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,15/05,12pm,5-7ft,6.5,NNW,345,11,16,N,Onshore,352,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,15/05,6pm,5-7ft,6.0,NNW,348,11,16,NNW,Onshore,337,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,16/05,6am,4-6ft,5.5,N,354,10,15,NNW,Onshore,349,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,16/05,12pm,4-6ft,5.5,N,358,10,10,N,Onshore,3,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,16/05,6pm,4-6ft,5.0,N,1,10,13,N,Onshore,356,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,17/05,6am,4-6ft,5.0,N,7,10,11,NNE,Onshore,21,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,17/05,12pm,3-5ft,4.5,N,9,10,11,NNE,Onshore,32,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,17/05,6pm,3-5ft,4.5,N,11,10,13,NNE,Onshore,17,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,18/05,6am,3-5ft,4.0,NNE,14,9,12,N,Onshore,11,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,18/05,12pm,3-5ft,4.0,NNE,14,9,11,N,Onshore,11,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,18/05,6pm,3-4ft,4.0,NNE,13,9,9,N,Onshore,353,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,19/05,6am,3-4ft,3.5,NNE,12,8,13,NNW,Onshore,331,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,19/05,12pm,2-4ft,3.5,N,11,7,12,NNW,Onshore,347,21,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,19/05,6pm,2-4ft,3.5,N,10,7,14,NNW,Onshore,333,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,20/05,6am,2-4ft,3.5,N,7,7,15,NNW,Onshore,348,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,20/05,12pm,2-4ft,3.5,NNE,12,7,13,NNE,Onshore,14,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,20/05,6pm,2-4ft,3.5,NNE,13,7,14,NNE,Onshore,12,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,21/05,6am,2-4ft,3.5,NNE,18,7,14,N,Onshore,356,14,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,21/05,12pm,2-3ft,3.0,NNE,21,7,11,NNE,Onshore,15,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,21/05,6pm,2-3ft,3.0,NNE,18,7,13,N,Onshore,356,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,22/05,6am,2-3ft,3.0,NNE,21,6,13,N,Onshore,355,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,22/05,12pm,2-3ft,3.5,NNE,21,6,15,N,Onshore,10,21,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,22/05,6pm,2-4ft,3.5,NNE,20,7,15,N,Onshore,6,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,23/05,6am,3-4ft,4.0,NNE,20,7,12,N,Onshore,356,17,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,23/05,12pm,3-5ft,4.5,NNE,20,8,12,NNE,Onshore,27,25,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,23/05,6pm,3-5ft,4.5,NNE,19,8,10,NNE,Onshore,19,25,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,24/05,6am,3-4ft,4.0,NNE,19,8,12,N,Onshore,352,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,24/05,12pm,3-4ft,4.0,NNE,21,8,8,NE,Onshore,38,26,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,24/05,6pm,3-4ft,3.5,NNE,21,8,8,N,Onshore,356,26,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,25/05,6am,2-4ft,3.5,NNE,16,8,10,N,Onshore,352,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,25/05,12pm,3-4ft,3.5,NNE,16,8,7,NE,Onshore,34,26,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,25/05,6pm,3-4ft,3.5,NNE,17,8,9,N,Onshore,6,25,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,26/05,6am,2-4ft,3.5,NNE,14,8,7,N,Onshore,358,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,26/05,12pm,2-4ft,3.0,NNE,15,8,5,NE,Onshore,40,27,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,26/05,6pm,2-4ft,3.0,NNE,16,8,7,N,Onshore,10,26,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,27/05,6am,2-4ft,3.0,NNE,17,8,8,NNE,Onshore,16,20,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,27/05,12pm,2-3ft,3.0,NNE,18,8,5,NE,Onshore,42,26,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,27/05,6pm,2-4ft,3.0,NNE,17,8,9,N,Onshore,353,25,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,28/05,6am,2-4ft,3.0,NNE,14,9,12,NNW,Onshore,338,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,28/05,12pm,2-4ft,3.0,NNE,14,9,11,N,Onshore,356,25,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,28/05,6pm,2-3ft,2.5,NNE,12,9,12,NNW,Onshore,345,24,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,29/05,6am,2-3ft,2.5,NNE,12,9,10,NNW,Onshore,334,18,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,29/05,12pm,2-3ft,2.5,NNE,11,9,10,N,Onshore,349,24,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,29/05,6pm,2-3ft,2.0,N,11,9,12,NNW,Onshore,344,22,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,30/05,6am,2ft,1.9,NNE,12,8,8,NNW,Onshore,336,16,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,30/05,12pm,1-2ft,1.7,NNE,12,8,7,N,Onshore,2,21,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,30/05,6pm,1-2ft,1.2,NNW,331,10,5,NE,Onshore,48,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,31/05,6am,1-2ft,1.3,NNW,330,10,7,NW,Onshore,310,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,31/05,12pm,1-2ft,1.3,NNW,330,9,9,N,Onshore,0,22,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,31/05,6pm,1-2ft,1.4,NNW,331,9,4,NE,Onshore,49,19,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
Fronton,01/06,6am,1-2ft,1.6,NNW,330,10,1,WNW,Onshore,297,15,Not recommended,"(28.165834204443097, -15.653935260577295)",-15.653935260577295,28.165834204443097
