Spot,date,time,range,height_ft,swell_dir,swell_angle,period_sec,wind_kmh,wind_dir,wind,wind_angle,temp_°c,Conditions,Location,Longitud,Latitude
Mundaka,12/12,12pm,9-15ft,12.0,NNW,347,18,39,NW,Cross/Onshore,313,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,12/12,6pm,8-13ft,10.5,NNW,347,16,27,NW,Cross/Onshore,314,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,13/12,6am,5-9ft,6.5,NNW,345,14,15,S,Offshore,187,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,13/12,12pm,5-7ft,5.0,NNW,344,14,24,S,Offshore,190,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,13/12,6pm,4-6ft,4.0,NNW,343,13,17,SW,Offshore,219,16,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,14/12,6am,3-5ft,4.0,NNW,341,12,10,W,Offshore,261,15,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,14/12,12pm,3-5ft,3.0,NNW,345,18,20,S,Offshore,182,16,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,14/12,6pm,6-9ft,6.5,NNW,343,16,13,SW,Offshore,221,15,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,15/12,6am,5-7ft,5.0,NNW,339,16,9,NW,Cross/Onshore,319,12,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,15/12,12pm,4-6ft,4.0,NNW,339,14,11,SSW,Offshore,206,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,15/12,6pm,4-6ft,4.0,NNW,339,14,23,SSW,Offshore,199,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,16/12,6am,4-6ft,4.0,NNW,341,13,32,S,Offshore,181,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,16/12,12pm,4-6ft,4.0,NNW,341,14,27,SSE,Offshore,167,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,16/12,6pm,4-6ft,4.5,NNW,343,14,14,NW,Cross/Onshore,308,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,17/12,6am,4-7ft,5.0,NNW,343,13,5,SSW,Offshore,202,12,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,17/12,12pm,4-6ft,4.5,NNW,343,13,7,SSE,Offshore,155,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,17/12,6pm,4-6ft,4.0,NNW,342,13,13,ESE,Cross/Onshore,111,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,18/12,6am,3-4ft,3.0,NNW,341,12,17,S,Offshore,181,11,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,18/12,12pm,3-4ft,3.0,NNW,340,12,27,S,Offshore,178,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,18/12,6pm,2-3ft,2.0,NNW,340,11,42,S,Offshore,186,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,19/12,6am,6-9ft,5.5,NNW,349,19,41,S,Offshore,189,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,19/12,12pm,6-9ft,6.0,NNW,345,17,15,SSW,Offshore,199,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,19/12,6pm,6-9ft,6.0,NNW,344,16,12,E,Cross/Onshore,99,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,20/12,6am,6-9ft,6.5,NNW,343,16,10,SSW,Offshore,205,11,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,20/12,12pm,5-8ft,6.0,NNW,342,15,12,SSW,Offshore,200,12,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,20/12,6pm,5-8ft,5.5,NNW,342,14,13,S,Offshore,176,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,21/12,6am,4-6ft,4.5,NNW,341,13,28,SSW,Offshore,210,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,21/12,12pm,4-6ft,4.0,NNW,342,13,26,SSW,Offshore,196,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,21/12,6pm,3-5ft,4.0,NNW,342,12,10,S,Offshore,173,16,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,22/12,6am,3-5ft,4.0,NNW,343,12,15,SSW,Offshore,195,14,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,22/12,12pm,3-5ft,3.5,NNW,342,12,15,SSW,Offshore,195,16,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,22/12,6pm,3-4ft,3.0,NNW,341,11,22,SSW,Offshore,195,17,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,23/12,6am,2-3ft,2.5,NNW,339,11,37,SSW,Offshore,197,16,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,23/12,12pm,2-3ft,2.0,NNW,337,10,9,NW,Cross/Onshore,310,15,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,23/12,6pm,3-5ft,4.5,NNW,331,10,24,WNW,Cross/Offshore,291,12,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,24/12,6am,5-8ft,7.0,NNW,340,12,29,W,Cross/Offshore,278,12,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,24/12,12pm,5-8ft,7.5,NNW,344,12,30,W,Offshore,267,11,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,24/12,6pm,6-9ft,8.0,NNW,347,12,21,NW,Cross/Onshore,321,11,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,25/12,6am,5-7ft,6.5,N,357,11,21,NNE,Onshore,25,9,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,25/12,12pm,4-7ft,6.0,N,360,10,18,NNE,Onshore,19,9,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,25/12,6pm,4-6ft,5.5,N,355,10,21,NNW,Onshore,342,10,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,26/12,6am,3-5ft,4.0,N,355,9,17,NNW,Onshore,347,9,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,26/12,12pm,2-4ft,3.0,N,350,9,13,N,Onshore,359,10,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,26/12,6pm,2-3ft,2.5,NNW,345,9,14,WNW,Cross/Offshore,290,10,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,27/12,6am,3-5ft,3.0,NNW,345,15,14,SW,Offshore,216,8,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,27/12,12pm,3-4ft,2.5,NNW,345,14,27,SSW,Offshore,198,9,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,27/12,6pm,7-11ft,10.0,N,349,13,32,SW,Offshore,214,13,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,28/12,6am,12-18ft,16.5,NNW,348,16,52,WNW,Cross/Offshore,290,11,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,28/12,12pm,10-16ft,15.5,NNW,348,16,55,W,Offshore,264,10,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,28/12,6pm,12-18ft,17.0,NNW,348,16,52,W,Cross/Offshore,280,12,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,29/12,6am,10-16ft,14.5,N,350,16,30,WSW,Offshore,248,8,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,29/12,12pm,9-14ft,12.5,N,349,16,33,W,Offshore,273,10,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,29/12,6pm,8-13ft,11.0,NNW,347,15,38,W,Cross/Offshore,280,10,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,30/12,6am,7-12ft,10.5,N,349,13,31,WNW,Cross-shore,298,10,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,30/12,12pm,7-10ft,9.0,NNW,348,13,28,WNW,Cross/Offshore,283,10,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,30/12,6pm,4-7ft,5.5,NNW,337,13,26,WSW,Offshore,242,9,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,31/12,6am,4-7ft,6.0,NNW,344,10,23,SSW,Offshore,209,9,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,31/12,12pm,4-6ft,5.0,NNW,343,10,23,SW,Offshore,233,11,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mundaka,31/12,6pm,4-6ft,5.0,NNW,339,10,23,WNW,Cross/Offshore,291,10,Epic,"(43.407279509660334, -2.696307768145146)",-2.696307768145146,43.407279509660334
Mosca Point,01/01,6am,1ft,1.4,NNE,31,7,11,SSE,Cross/Onshore,163,12,Epic,"(27.834902158209285, -15.418637238847703)",-15.418637238847703,27.834902158209285
Mosca Point,01/01,12pm,1-2ft,2.0,ESE,121,4,14,SE,Onshore,137,16,Epic,"(27.834902158209285, -15.418637238847703)",-15.418637238847703,27.834902158209285
Mosca Point,01/01,6pm,1-2ft,2.5,ESE,122,5,9,SE,Onshore,136,14,Epic,"(27.834902158209285, -15.418637238847703)",-15.418637238847703,27.834902158209285
Mosca Point,02/01,6am,1-2ft,2.0,ESE,113,5,12,SSE,Onshore,151,11,Epic,"(27.834902158209285, -15.418637238847703)",-15.418637238847703,27.834902158209285
Mosca Point,02/01,12pm,1-2ft,2.5,ESE,111,5,13,SE,Onshore,126,15,Epic,"(27.834902158209285, -15.418637238847703)",-15.418637238847703,27.834902158209285
Mosca Point,02/01,6pm,2ft,2.5,ESE,110,5,11,ESE,Onshore,120,12,Epic,"(27.834902158209285, -15.418637238847703)",-15.418637238847703,27.834902158209285
Mosca Point,03/01,6am,2-3ft,2.5,E,94,5,15,SE,Onshore,138,11,Epic,"(27.834902158209285, -15.418637238847703)",-15.418637238847703,27.834902158209285
Mosca Point,03/01,12pm,2-3ft,3.0,E,98,5,15,SE,Onshore,125,15,Epic,"(27.834902158209285, -15.418637238847703)",-15.418637238847703,27.834902158209285
