date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
01/01,6am,6-9ft,3.5ft,14s,3,4,mph,7°c,100%,W,267,Offshore,ESE,103
01/01,12pm,6-9ft,3ft,13s,1,2,mph,15°c,100%,W,270,Offshore,E,81
01/01,6pm,5-8ft,3ft,12s,4,5,mph,9°c,100%,W,275,Cross/Onshore,N,2
02/01,6am,4-7ft,2.5ft,11s,5,6,mph,7°c,100%,W,274,Cross/Onshore,N,10
02/01,12pm,3-5ft,2ft,10s,6,10,mph,14°c,100%,WSW,254,Onshore,NNW,343
02/01,6pm,3-5ft,2ft,9s,4,5,mph,9°c,100%,WSW,253,Onshore,NNW,346
03/01,6am,3-5ft,1.5ft,13s,5,6,mph,5°c,100%,NNW,328,Offshore,ESE,117
03/01,12pm,4-5ft,2ft,12s,6,11,mph,12°c,100%,NNW,328,Offshore,ESE,116
03/01,6pm,5-8ft,3ft,13s,3,4,mph,8°c,100%,W,273,Offshore,ENE,71
04/01,6am,4-7ft,2.5ft,12s,6,11,mph,5°c,100%,W,276,Offshore,ESE,109
04/01,12pm,6-10ft,3.5ft,13s,7,11,mph,13°c,100%,WNW,283,Offshore,ESE,124
04/01,6pm,6-10ft,3.5ft,13s,2,3,mph,9°c,100%,WNW,282,Offshore,E,96
05/01,6am,5-7ft,2.5ft,12s,4,5,mph,5°c,100%,WNW,295,Offshore,ESE,103
05/01,12pm,5-7ft,2.5ft,11s,3,5,mph,14°c,100%,WNW,294,Offshore,E,99
05/01,6pm,4-7ft,2.5ft,11s,4,5,mph,9°c,100%,WNW,297,Onshore,N,359
06/01,6am,7-11ft,3.5ft,15s,2,3,mph,5°c,100%,WNW,284,Offshore,ESE,111
06/01,12pm,9-14ft,5.5ft,15s,2,2,mph,14°c,100%,WNW,285,Offshore,E,88
06/01,6pm,10-16ft,6ft,14s,3,4,mph,9°c,100%,WNW,285,Onshore,N,352
07/01,6am,8-13ft,5ft,13s,3,3,mph,6°c,100%,WNW,289,Offshore,E,95
07/01,12pm,7-11ft,4.5ft,13s,3,4,mph,15°c,100%,WNW,292,Offshore,ENE,66
07/01,6pm,7-10ft,4ft,12s,4,6,mph,10°c,100%,WNW,294,Cross/Onshore,NNE,16
08/01,6am,5-7ft,2.5ft,12s,4,5,mph,6°c,100%,WNW,300,Offshore,ESE,113
08/01,12pm,4-6ft,2ft,14s,5,9,mph,14°c,100%,W,272,Offshore,ESE,106
08/01,6pm,5-7ft,2.5ft,14s,2,3,mph,10°c,100%,W,272,Cross/Onshore,N,9
09/01,6am,4-6ft,2.5ft,12s,2,3,mph,7°c,100%,W,273,Offshore,E,95
09/01,12pm,4-6ft,2ft,12s,0,1,mph,16°c,100%,W,272,Onshore,WSW,252
09/01,6pm,3-5ft,1.8ft,11s,4,6,mph,10°c,100%,W,271,Onshore,N,350
10/01,6am,4-6ft,3.5ft,7s,4,5,mph,7°c,100%,NNW,336,Offshore,E,100
10/01,12pm,4-7ft,3.5ft,8s,8,17,mph,14°c,100%,NNW,338,Offshore,E,97
10/01,6pm,4-6ft,3.5ft,9s,5,6,mph,10°c,100%,NNW,340,Offshore,E,99
11/01,6am,4-6ft,2ft,13s,9,26,mph,6°c,100%,W,278,Offshore,ESE,102
11/01,12pm,4-7ft,2.5ft,13s,9,18,mph,11°c,100%,W,277,Offshore,ESE,102
11/01,6pm,5-8ft,2.5ft,14s,3,4,mph,8°c,100%,W,277,Cross/Onshore,N,4
12/01,6am,6-9ft,3.5ft,13s,5,6,mph,4°c,100%,W,278,Offshore,E,98
12/01,12pm,6-10ft,3.5ft,13s,3,4,mph,13°c,100%,W,280,Offshore,E,85
12/01,6pm,6-9ft,3.5ft,13s,4,5,mph,8°c,100%,WNW,282,Cross/Onshore,N,2
13/01,6am,6-9ft,3ft,12s,3,4,mph,5°c,100%,WNW,288,Offshore,ESE,102
13/01,12pm,5-8ft,3ft,12s,2,3,mph,14°c,100%,WNW,291,Offshore,E,94
13/01,6pm,5-8ft,3ft,11s,5,6,mph,8°c,100%,WNW,294,Cross/Onshore,N,1
14/01,6am,4-6ft,2.5ft,11s,2,3,mph,5°c,100%,WNW,299,Offshore,ESE,107
14/01,12pm,4-6ft,1.9ft,15s,1,2,mph,14°c,100%,W,277,Onshore,WNW,291
14/01,6pm,5-8ft,2.5ft,14s,4,5,mph,9°c,100%,W,279,Onshore,NNW,341
15/01,6am,5-8ft,3ft,13s,3,3,mph,7°c,100%,W,281,Offshore,SE,127
15/01,12pm,5-8ft,3ft,12s,2,2,mph,14°c,100%,WNW,284,Cross/Offshore,SSW,195
15/01,6pm,5-7ft,2.5ft,12s,3,4,mph,9°c,100%,WNW,282,Onshore,WNW,298
16/01,6am,4-7ft,2.5ft,11s,4,5,mph,7°c,100%,WNW,283,Offshore,SE,141
16/01,12pm,4-7ft,2.5ft,11s,5,7,mph,12°c,100%,WNW,282,Offshore,S,172
16/01,6pm,5-8ft,3ft,12s,4,6,mph,10°c,100%,WNW,283,Onshore,NNW,331
17/01,6am,4-7ft,2.5ft,11s,9,22,mph,8°c,100%,WNW,285,Onshore,N,358
17/01,12pm,7-10ft,6ft,8s,14,21,mph,12°c,100%,NNW,329,Onshore,N,359
17/01,6pm,8-13ft,5ft,13s,11,24,mph,9°c,100%,WNW,302,Onshore,N,359
18/01,6am,10-16ft,8ft,12s,3,4,mph,5°c,100%,NW,313,Cross/Onshore,NNE,13
18/01,12pm,10-16ft,7ft,12s,5,8,mph,12°c,100%,NW,313,Onshore,NW,318
18/01,6pm,8-13ft,6ft,11s,5,11,mph,9°c,100%,NW,313,Offshore,SSE,165
19/01,6am,9-15ft,5.5ft,16s,3,5,mph,10°c,100%,WNW,293,Cross/Offshore,SSW,200
19/01,12pm,10-16ft,6.5ft,14s,13,26,mph,13°c,100%,WNW,296,Onshore,W,259
19/01,6pm,9-15ft,6ft,13s,14,29,mph,12°c,100%,WNW,294,Onshore,W,277
20/01,6am,12-20ft,12ft,10s,18,33,mph,10°c,100%,NW,318,Onshore,NNW,345
20/01,12pm,14-20ft,11ft,12s,17,26,mph,13°c,100%,NW,310,Onshore,N,350
20/01,6pm,12-18ft,9.5ft,11s,12,24,mph,10°c,100%,NW,309,Onshore,NNW,348
21/01,6am,10-16ft,8ft,11s,9,23,mph,8°c,100%,NW,313,Onshore,N,358
21/01,12pm,8-12ft,6.5ft,10s,11,17,mph,12°c,100%,NW,326,Onshore,N,356
21/01,6pm,8-13ft,7ft,10s,9,21,mph,9°c,100%,NW,319,Onshore,N,351
22/01,6am,12-18ft,7.5ft,14s,9,21,mph,9°c,100%,NW,317,Onshore,NNW,337
22/01,12pm,10-16ft,7ft,13s,12,18,mph,12°c,100%,NW,317,Onshore,NW,314
22/01,6pm,8-12ft,5ft,13s,16,26,mph,11°c,100%,NW,309,Onshore,NNW,333
23/01,6am,14-20ft,8.5ft,16s,16,29,mph,11°c,100%,NW,310,Onshore,NNW,329
23/01,12pm,18-28ft,14ft,15s,16,26,mph,13°c,100%,NW,314,Onshore,NNW,331
