date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
01/01,6am,0-1ft,1.1ft,14s,12,19,mph,15°c,100%,NW,314,Offshore,NE,42
01/01,12pm,1ft,1.1ft,13s,13,19,mph,18°c,100%,NW,311,Offshore,NE,45
01/01,6pm,0-1ft,1ft,13s,14,21,mph,17°c,100%,NW,308,Offshore,NNE,31
02/01,6am,Plano,1.7ft,14s,11,16,mph,15°c,100%,NW,324,Offshore,NE,44
02/01,12pm,1ft,0.7ft,14s,13,19,mph,20°c,100%,WNW,297,Offshore,ENE,60
02/01,6pm,0-1ft,0.6ft,13s,12,21,mph,19°c,100%,WNW,294,Offshore,NE,55
03/01,6am,0-1ft,0.6ft,12s,8,9,mph,14°c,100%,WNW,299,Offshore,NNE,34
03/01,12pm,0-1ft,0.6ft,12s,9,10,mph,20°c,100%,WNW,299,Offshore,NE,52
03/01,6pm,0-1ft,0.6ft,12s,9,12,mph,18°c,100%,WNW,300,Offshore,NE,40
04/01,6am,Plano,0.9ft,17s,8,9,mph,14°c,100%,NNW,332,Offshore,NE,39
04/01,12pm,Plano,3ft,5s,9,10,mph,19°c,100%,NE,53,Offshore,NE,49
04/01,6pm,0-1ft,0.5ft,11s,8,9,mph,17°c,100%,WNW,302,Offshore,NNE,29
05/01,6am,0-1ft,0.9ft,13s,7,9,mph,14°c,100%,NW,307,Offshore,N,7
05/01,12pm,Plano,1.6ft,4s,7,7,mph,18°c,100%,NE,48,Offshore,N,353
05/01,6pm,Plano,0.9ft,4s,10,11,mph,17°c,100%,E,81,Cross/Offshore,NNW,340
06/01,6am,Plano,0.9ft,5s,21,30,mph,15°c,100%,NW,318,Cross/Offshore,NNW,334
06/01,12pm,0-1ft,0.6ft,11s,27,31,mph,17°c,100%,WNW,301,Cross/Offshore,NNW,331
06/01,6pm,Plano,0.9ft,12s,26,32,mph,16°c,100%,NNW,340,Cross/Offshore,NW,326
07/01,6am,0-1ft,0.7ft,11s,22,30,mph,13°c,100%,WNW,299,Offshore,N,352
07/01,12pm,Plano,5ft,7s,21,24,mph,16°c,100%,N,360,Offshore,N,355
07/01,6pm,0-1ft,0.3ft,12s,23,27,mph,14°c,100%,SSW,200,Cross/Offshore,NNW,337
08/01,6am,1ft,0.7ft,22s,19,26,mph,14°c,100%,WNW,297,Cross/Offshore,NNW,340
08/01,12pm,Plano,1.5ft,12s,12,17,mph,17°c,100%,N,6,Cross/Offshore,NNW,327
08/01,6pm,Plano,1.5ft,13s,10,12,mph,16°c,100%,NNW,338,Offshore,N,351
09/01,6am,1-2ft,1.5ft,17s,5,6,mph,13°c,100%,WNW,296,Offshore,NNE,19
09/01,12pm,1-2ft,1.7ft,16s,6,8,mph,18°c,100%,WNW,295,Offshore,NNE,18
09/01,6pm,1-2ft,1.8ft,15s,4,4,mph,17°c,100%,WNW,295,Offshore,N,1
10/01,6am,1-2ft,1.9ft,15s,9,11,mph,15°c,100%,WNW,295,Offshore,N,0
10/01,12pm,1-2ft,1.8ft,15s,12,13,mph,19°c,100%,WNW,296,Offshore,NNE,17
10/01,6pm,1-2ft,1.8ft,15s,11,14,mph,17°c,100%,WNW,297,Offshore,NNE,32
11/01,6am,1-2ft,1.6ft,14s,15,20,mph,15°c,100%,WNW,297,Offshore,NE,53
11/01,12pm,1ft,2ft,14s,12,14,mph,17°c,100%,NW,310,Offshore,NE,50
11/01,6pm,1ft,1.4ft,14s,11,14,mph,16°c,100%,WNW,298,Offshore,NE,41
