date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
01/01,6am,8-12ft,16ft,15s,21,29,mph,11°c,100%,NW,304,Offshore,SSW,204
01/01,12pm,7-12ft,14.5ft,15s,25,40,mph,15°c,100%,WNW,303,Offshore,SW,224
01/01,6pm,10-16ft,22ft,15s,31,47,mph,14°c,100%,NW,306,Cross-shore,WNW,297
02/01,6am,7-11ft,13.5ft,15s,17,27,mph,13°c,100%,NW,307,Offshore,SSW,214
02/01,12pm,6-9ft,11ft,14s,15,24,mph,14°c,100%,NW,304,Offshore,SW,223
02/01,6pm,6-9ft,11.5ft,13s,11,12,mph,14°c,100%,NW,304,Offshore,SW,222
03/01,6am,5-8ft,9ft,13s,16,22,mph,15°c,100%,WNW,303,Offshore,SW,218
03/01,12pm,6-9ft,12ft,13s,12,14,mph,15°c,100%,NW,307,Offshore,W,272
03/01,6pm,10-16ft,17ft,19s,7,9,mph,14°c,100%,NW,311,Offshore,WSW,236
04/01,6am,10-14ft,17ft,17s,9,10,mph,14°c,100%,NW,311,Offshore,SSW,205
04/01,12pm,8-13ft,15ft,16s,10,11,mph,16°c,100%,NW,311,Offshore,SSW,207
04/01,6pm,7-12ft,13.5ft,15s,9,11,mph,15°c,100%,NW,311,Offshore,SSW,194
05/01,6am,6-10ft,11.5ft,14s,24,44,mph,15°c,100%,NW,305,Offshore,SW,222
05/01,12pm,6-9ft,10.5ft,14s,10,11,mph,11°c,100%,NW,305,Cross/Offshore,WNW,282
05/01,6pm,5-8ft,9.5ft,13s,16,20,mph,11°c,100%,NW,305,Offshore,W,268
06/01,6am,5-8ft,10ft,13s,7,9,mph,9°c,100%,WNW,303,Cross/Offshore,WNW,282
06/01,12pm,5-8ft,10ft,14s,5,6,mph,8°c,100%,WNW,302,Cross/Offshore,W,281
06/01,6pm,5-7ft,9ft,14s,5,6,mph,7°c,100%,WNW,301,Onshore,NNW,335
07/01,6am,7-11ft,11ft,16s,5,4,mph,8°c,100%,NW,312,Offshore,S,174
07/01,12pm,5-9ft,8.5ft,15s,1,2,mph,10°c,100%,NW,308,Offshore,SW,224
07/01,6pm,5-7ft,7ft,14s,5,5,mph,10°c,100%,NW,308,Cross/Offshore,SE,142
08/01,6am,3-5ft,4ft,13s,7,7,mph,9°c,100%,NW,310,Offshore,WSW,241
08/01,12pm,2-3ft,3ft,12s,6,7,mph,10°c,100%,NW,307,Offshore,SW,215
08/01,6pm,2-3ft,2.5ft,12s,7,7,mph,12°c,100%,NW,306,Offshore,S,187
09/01,6am,2-3ft,2.5ft,18s,18,27,mph,10°c,100%,WNW,293,Offshore,SSW,197
09/01,12pm,2-3ft,3ft,17s,26,36,mph,12°c,100%,WNW,293,Offshore,SSW,207
09/01,6pm,2-4ft,3.5ft,16s,28,38,mph,11°c,100%,WNW,294,Offshore,SW,215
10/01,6am,3-5ft,5ft,16s,13,17,mph,11°c,100%,WNW,300,Offshore,SSW,208
10/01,12pm,4-7ft,8.5ft,15s,15,21,mph,13°c,100%,WNW,297,Offshore,SSW,198
10/01,6pm,5-7ft,9ft,15s,37,45,mph,13°c,100%,WNW,295,Cross/Offshore,W,280
11/01,6am,6-10ft,14ft,14s,30,36,mph,11°c,100%,WNW,299,Offshore,W,268
11/01,12pm,6-10ft,13ft,14s,26,31,mph,10°c,100%,WNW,300,Cross/Offshore,WNW,284
11/01,6pm,6-10ft,13ft,14s,17,20,mph,12°c,100%,WNW,301,Cross/Onshore,NW,324
12/01,6am,5-7ft,9ft,13s,13,16,mph,12°c,100%,WNW,302,Cross-shore,WNW,301
12/01,12pm,4-6ft,7.5ft,13s,7,7,mph,12°c,100%,WNW,301,Offshore,W,272
12/01,6pm,3-5ft,6ft,13s,11,12,mph,12°c,100%,WNW,301,Cross-shore,ESE,119
13/01,6am,3-5ft,4.5ft,14s,17,26,mph,11°c,100%,WNW,299,Offshore,S,177
13/01,12pm,3-5ft,5.5ft,13s,15,23,mph,12°c,100%,WNW,293,Offshore,SSW,204
13/01,6pm,3-4ft,5.5ft,13s,13,18,mph,10°c,100%,WNW,292,Offshore,SSW,195
14/01,6am,3-5ft,5.5ft,14s,25,30,mph,11°c,100%,WNW,294,Offshore,W,274
14/01,12pm,3-5ft,6ft,14s,25,29,mph,11°c,100%,WNW,295,Cross/Offshore,W,276
14/01,6pm,3-5ft,6ft,14s,21,25,mph,11°c,100%,WNW,297,Cross/Offshore,WNW,289
15/01,6am,4-6ft,7ft,13s,16,20,mph,11°c,100%,WNW,302,Offshore,WSW,257
15/01,12pm,3-5ft,6ft,12s,12,16,mph,11°c,100%,WNW,302,Offshore,SSW,203
15/01,6pm,3-5ft,5.5ft,12s,16,24,mph,12°c,100%,WNW,302,Offshore,SW,221
16/01,6am,5-8ft,10.5ft,11s,20,36,mph,13°c,100%,NW,307,Offshore,WSW,252
16/01,12pm,6-9ft,11ft,11s,16,30,mph,13°c,100%,NW,312,Offshore,SW,227
16/01,6pm,7-11ft,12.5ft,13s,16,32,mph,14°c,100%,NW,315,Offshore,W,260
17/01,6am,10-16ft,18ft,14s,30,38,mph,13°c,100%,NW,316,Cross-shore,WNW,299
17/01,12pm,10-16ft,18.5ft,16s,22,27,mph,12°c,100%,NW,320,Cross-shore,NW,304
