ds,y
2022-01-01,1.9295764160851263
2022-01-02,7.84901613571526
2022-01-03,3.68134341671896
2022-01-04,4.08788915291467
2022-01-05,15.176518956785515
2022-01-06,17.792485190036814
2022-01-07,19.711699517747093
2022-01-08,7.052898196592935
2022-01-09,9.580655898744567
2022-01-10,5.981069181124042
2022-01-11,9.34955240723275
2022-01-12,27.14031725869495
2022-01-13,5.624616744852176
2022-01-14,348.5536376862123
2022-01-15,89.57525956088148
2022-01-16,131.69055330837682
2022-01-17,169.1066017221524
2022-01-18,161.1654799594926
2022-01-19,314.68781185870125
2022-01-20,223.35115226338667
2022-01-21,227.3483775149039
2022-01-22,262.49139369282443
2022-01-23,8.392873458552742
2022-01-24,24.703019909906516
2022-01-25,4.09354583694676
2022-01-26,0.17490844619612744
2022-01-27,8.360270896847396
2022-01-28,358.20269355200264
2022-01-29,351.4455838560526
2022-01-30,249.59277815508784
2022-01-31,352.89531320282333
2022-02-01,283.062909059559
2022-02-02,2.16198174364132
2022-02-03,321.29944188423553
2022-02-04,230.68964789569768
2022-02-05,9.76988247028413
2022-02-06,355.026385132865
2022-02-07,354.2052274413013
2022-02-08,263.31471991314777
2022-02-09,239.66337627087404
2022-02-10,282.4358830170892
2022-02-11,28.16836536845892
2022-02-12,9.023548162502493
2022-02-13,4.109022480754277
2022-02-14,18.554298098855043
2022-02-15,22.16662158935378
2022-02-16,19.262358893453438
2022-02-17,1.5077029806334963
2022-02-18,8.326514829006953
2022-02-19,15.53936009140159
2022-02-20,9.25987797050118
2022-02-21,12.415430605287497
2022-02-22,0.5095391342453013
2022-02-23,12.58637413837846
2022-02-24,351.3324197899967
2022-02-25,358.0698179600668
2022-02-26,357.1286696359485
2022-02-27,9.792203851114493
2022-02-28,10.790549151766015
2022-03-01,10.750445961276512
2022-03-02,13.540885204262793
2022-03-03,12.625915000471082
2022-03-04,15.750515775917847
2022-03-05,11.375075105690883
2022-03-06,0.9187562721899667
2022-03-07,14.081879970308194
2022-03-08,21.618389284190926
2022-03-09,24.775557558489027
2022-03-10,23.382132492140954
2022-03-11,24.379456533245957
2022-03-12,25.146502268206405
2022-03-13,15.811096410618859
2022-03-14,1.5960554912286966
2022-03-15,349.5901818166822
2022-03-16,359.4806777136708
2022-03-17,13.12275927733134
2022-03-18,17.61420588919441
2022-03-19,17.041749883415434
2022-03-20,10.659080337650721
2022-03-21,17.231661886506288
2022-03-22,18.885654816936892
2022-03-23,358.0038510076522
2022-03-24,1.561556149602552
2022-03-25,19.722937073427943
2022-03-26,228.47268467111866
2022-03-27,223.28780439070317
2022-03-28,226.69321369812164
2022-03-29,12.526462222405542
2022-03-30,15.286230922131097
2022-03-31,18.33524489588018
2022-04-01,20.496556228514635
2022-04-02,51.1319793178173
2022-04-03,236.13005593960247
2022-04-04,359.0707138772923
2022-04-05,11.532426285266354
2022-04-06,14.749890878556528
2022-04-07,20.24687904360718
2022-04-08,19.002516655057377
2022-04-09,23.815268062758207
2022-04-10,48.844822957129566
2022-04-11,59.58476530351925
2022-04-12,15.656698954477122
2022-04-13,12.040956256728236
2022-04-14,9.50243331583846
2022-04-15,6.422432440219154
2022-04-16,13.867201436021276
2022-04-17,12.981518244718359
2022-04-18,6.381711818589622
2022-04-19,10.434336622875492
2022-04-20,13.37461450914219
2022-04-21,19.299406763886623
2022-04-22,19.16812351911625
2022-04-23,39.54325355756811
2022-04-24,52.082465587157344
2022-04-25,235.921262512554
2022-04-26,1.8928155974289211
2022-04-27,16.1635169243537
2022-04-28,16.914112453324947
2022-04-29,15.248328468605678
2022-04-30,7.859142619239606
2022-05-01,8.319951444201763
2022-05-02,6.375609579506033
2022-05-03,16.91572072938493
2022-05-04,18.08214873284038
2022-05-05,19.499302123099994
2022-05-06,14.189898908657426
2022-05-07,12.657584524973402
2022-05-08,4.686096508879018
2022-05-09,29.229465519507926
2022-05-10,220.4668349284227
2022-05-11,128.11858267646016
2022-05-12,74.47649656143125
2022-05-13,56.65523640950056
2022-05-14,32.45785527102919
2022-05-15,25.94864476494422
2022-05-16,29.550623979881493
2022-05-17,24.668213536551832
2022-05-18,17.911727869139497
2022-05-19,16.89962064743554
2022-05-20,11.069982520336907
2022-05-21,13.870382430274276
2022-05-22,14.91376627465246
2022-05-23,17.038253740426683
2022-05-24,18.70747861042429
2022-05-25,20.327773767236863
2022-05-26,24.478005864190607
2022-05-27,26.680133748282287
2022-05-28,31.45539924862362
2022-05-29,124.79984910365192
2022-05-30,227.27593889662248
2022-05-31,235.86395526641255
2022-06-01,39.04265046512228
2022-06-02,8.91086448202725
2022-06-03,19.3940664224819
2022-06-04,16.70550793541645
2022-06-05,15.666577317938959
2022-06-06,15.241942196783668
2022-06-07,13.581152351351989
2022-06-08,8.331617956419336
2022-06-09,9.749919066087443
2022-06-10,18.119814012338452
2022-06-11,19.761293406838718
2022-06-12,30.34101101102675
2022-06-13,34.391134656302825
2022-06-14,32.82970377499424
2022-06-15,20.09466499865863
2022-06-16,16.870553409380648
2022-06-17,12.457773156203189
2022-06-18,15.95692125983578
2022-06-19,20.83431986509197
2022-06-20,23.579539672914166
2022-06-21,22.204266673208394
2022-06-22,26.11786621961039
2022-06-23,21.263780121955733
2022-06-24,16.744496620049972
2022-06-25,9.460724492728048
2022-06-26,13.494785140554598
2022-06-27,15.209012935112412
2022-06-28,12.917719496241205
2022-06-29,12.625369656842395
2022-06-30,12.708046640980172
2022-07-01,15.23863136634543
2022-07-02,17.116627467869534
2022-07-03,18.95650341902393
2022-07-04,15.622465033338301
2022-07-05,19.247315876900416
2022-07-06,19.908011769056827
2022-07-07,17.582249666204234
2022-07-08,15.590194548304567
2022-07-09,13.609662399067304
2022-07-10,6.542075877228626
2022-07-11,14.150293410188567
2022-07-12,22.416750070600756
2022-07-13,27.036201321088924
2022-07-14,23.32965382870043
2022-07-15,21.278094416916304
2022-07-16,20.917414980047283
2022-07-17,18.330383120862678
2022-07-18,14.416483044603808
2022-07-19,10.243009939031595
2022-07-20,9.28638074635802
2022-07-21,5.9155103208394735
2022-07-22,10.854374705727992
2022-07-23,14.997112724489568
2022-07-24,20.755398525462397
2022-07-25,18.534610895259107
2022-07-26,11.084428983799455
2022-07-27,7.497297070404159
2022-07-28,9.791882200635996
2022-07-29,7.083338598624323
2022-07-30,14.036591702160933
2022-07-31,21.246937001711842
2022-08-01,20.41035958828087
2022-08-02,12.658473211774663
2022-08-03,11.249298545452177
2022-08-04,17.494771387672756
2022-08-05,17.372457867037724
2022-08-06,19.62727833359611
2022-08-07,17.53877891152507
2022-08-08,17.896243250563145
2022-08-09,24.248510091712262
2022-08-10,23.08272450661616
2022-08-11,21.909124672540997
2022-08-12,16.581081948937936
2022-08-13,20.840919165025696
2022-08-14,22.58051587975325
2022-08-15,17.541574866863527
2022-08-16,15.28644172528692
2022-08-17,15.961058816559898
2022-08-18,19.202311978947534
