date,time,range,height,period,wind_mph,wind_kmh,mph,temp,prob,swell_dir,swell_angle,wind,wind_dir,wind_angle
13/02,12pm,3-4ft,3ft,10s,7,8,mph,24°c,100%,S,175,Onshore,SW,223
13/02,6pm,2-4ft,3ft,10s,9,12,mph,25°c,100%,S,174,Onshore,SW,231
14/02,6am,2-4ft,2.5ft,10s,3,4,mph,23°c,100%,S,172,Offshore,NNW,328
14/02,12pm,2-4ft,3.5ft,8s,12,14,mph,24°c,100%,SSE,150,Onshore,SW,216
14/02,6pm,3-4ft,3ft,10s,5,7,mph,25°c,100%,S,173,Onshore,S,189
15/02,6am,2-4ft,3.5ft,9s,6,6,mph,23°c,100%,SSE,148,Offshore,NE,42
15/02,12pm,2-3ft,3ft,9s,12,12,mph,25°c,100%,SE,146,Onshore,SE,140
15/02,6pm,2-3ft,2.5ft,9s,10,14,mph,26°c,100%,SE,140,Cross-shore,E,95
16/02,6am,2ft,1.8ft,9s,4,4,mph,24°c,100%,SSE,168,Offshore,NNW,344
16/02,12pm,1-2ft,1.6ft,8s,11,11,mph,27°c,100%,SSE,167,Onshore,SE,129
16/02,6pm,2-3ft,2ft,10s,7,9,mph,26°c,100%,SSE,159,Onshore,SSE,155
17/02,6am,1ft,1.6ft,8s,5,5,mph,25°c,100%,SE,127,Offshore,NE,50
17/02,12pm,1ft,1.4ft,8s,7,8,mph,28°c,100%,SE,125,Cross/Onshore,ESE,116
17/02,6pm,1ft,1.4ft,8s,12,14,mph,28°c,100%,ESE,122,Cross/Offshore,E,83
18/02,6am,1ft,3.5ft,8s,5,6,mph,25°c,100%,E,100,Offshore,NNE,33
18/02,12pm,1-2ft,3.5ft,8s,11,12,mph,29°c,100%,E,101,Cross/Onshore,ESE,103
18/02,6pm,1-2ft,4ft,8s,15,21,mph,28°c,100%,E,99,Cross/Offshore,E,80
19/02,6am,1-2ft,3.5ft,8s,7,8,mph,25°c,100%,E,99,Offshore,NNE,29
19/02,12pm,1ft,3.5ft,8s,8,10,mph,30°c,100%,E,98,Cross/Offshore,E,85
19/02,6pm,1-2ft,3.5ft,8s,11,12,mph,28°c,100%,E,98,Cross-shore,E,99
20/02,6am,1ft,3ft,8s,7,8,mph,25°c,100%,E,98,Offshore,N,10
20/02,12pm,1ft,3ft,8s,7,8,mph,30°c,100%,E,99,Cross/Onshore,ESE,116
